ms;state;event;payload;gx;gy
519927;3;EVENT_ZOOM_OPEN;cond=100,image_idx=59,image_id=hund_062.png;0.86034393;0.4755976
516824;-1;GAZE;;0.85937554;0.475651
516850;-1;GAZE;;0.85524493;0.48278505
516861;-1;GAZE;;0.85720646;0.48024726
516888;-1;GAZE;;0.85859203;0.48200694
516902;-1;GAZE;;0.8627412;0.47965437
516918;-1;GAZE;;0.8623564;0.4819077
516934;-1;GAZE;;0.8641375;0.48714995
516950;-1;GAZE;;0.8605693;0.4936385
516969;-1;GAZE;;0.85737514;0.49665353
516998;-1;GAZE;;0.85585016;0.49942142
517016;-1;GAZE;;0.8547637;0.4972978
517031;-1;GAZE;;0.8555347;0.4957607
517046;-1;GAZE;;0.86541766;0.48770165
517062;-1;GAZE;;0.8655678;0.48597932
517077;-1;GAZE;;0.8618776;0.4882308
517093;-1;GAZE;;0.86337364;0.48924652
517109;-1;GAZE;;0.8670561;0.48961475
517125;-1;GAZE;;0.8686651;0.48812985
517153;-1;GAZE;;0.864977;0.49481434
517173;-1;GAZE;;0.86630136;0.4921446
517189;-1;GAZE;;0.8683299;0.48746678
517205;-1;GAZE;;0.8689576;0.48580253
517221;-1;GAZE;;0.86924404;0.48486587
517237;-1;GAZE;;0.8687492;0.48512223
517253;-1;GAZE;;0.86934364;0.48070306
517268;-1;GAZE;;0.86930263;0.47965473
517284;-1;GAZE;;0.86743367;0.47913393
517302;-1;GAZE;;0.86540496;0.48075408
517316;-1;GAZE;;0.86570364;0.48125497
517333;-1;GAZE;;0.8703137;0.48469606
517347;-1;GAZE;;0.86949366;0.48481718
517363;-1;GAZE;;0.869532;0.4840119
517377;-1;GAZE;;0.8693784;0.4845564
517393;-1;GAZE;;0.8694424;0.4845229
517410;-1;GAZE;;0.8687437;0.48440155
517425;-1;GAZE;;0.8673523;0.4848709
517446;-1;GAZE;;0.8660538;0.48841497
517473;-1;GAZE;;0.8650754;0.49083742
517489;-1;GAZE;;0.8660487;0.48772866
517505;-1;GAZE;;0.866404;0.48614055
517521;-1;GAZE;;0.86599785;0.48995525
517537;-1;GAZE;;0.86491907;0.49163446
517553;-1;GAZE;;0.8639907;0.49025545
517568;-1;GAZE;;0.8646014;0.49283788
517599;-1;GAZE;;0.86377615;0.49260718
517617;-1;GAZE;;0.86416966;0.4925636
517632;-1;GAZE;;0.8651292;0.4921735
517648;-1;GAZE;;0.8664337;0.49305573
517664;-1;GAZE;;0.86538774;0.49056703
517680;-1;GAZE;;0.86566025;0.4907695
517696;-1;GAZE;;0.86708647;0.49161083
517712;-1;GAZE;;0.86582035;0.4913723
517728;-1;GAZE;;0.8664364;0.491453
517749;-1;GAZE;;0.86545575;0.49165
517760;-1;GAZE;;0.8624619;0.4893649
517778;-1;GAZE;;0.86143035;0.4910774
517807;-1;GAZE;;0.8598445;0.49063298
517824;-1;GAZE;;0.46216315;0.27430585
517840;-1;GAZE;;0.44068843;0.26443103
