ms;state;event;payload;gx;gy
608538;-1;GAZE;;0.5893341;0.23380913
608554;-1;GAZE;;0.57983464;0.24502309
608569;-1;GAZE;;0.46814775;0.32538146
608600;-1;GAZE;;0.45326757;0.34277862
608616;-1;GAZE;;0.47205153;0.31862015
608646;-1;GAZE;;0.45082635;0.32678136
608664;-1;GAZE;;0.450017;0.33819553
608680;-1;GAZE;;0.44999126;0.33994412
608695;-1;GAZE;;0.4504962;0.3335612
608711;-1;GAZE;;0.45131832;0.3368746
608726;-1;GAZE;;0.4549448;0.3459167
608742;-1;GAZE;;0.45549887;0.33129114
608757;-1;GAZE;;0.4555119;0.3289349
608774;-1;GAZE;;0.4558485;0.32784155
608793;-1;GAZE;;0.45557222;0.32990652
608811;-1;GAZE;;0.4533304;0.34662667
608836;-1;GAZE;;0.4540198;0.3531598
608851;-1;GAZE;;0.45459077;0.3556895
608867;-1;GAZE;;0.45520988;0.35393697
608882;-1;GAZE;;0.4557974;0.35302883
608898;-1;GAZE;;0.45599112;0.35227957
608914;-1;GAZE;;0.45644775;0.34972042
608930;-1;GAZE;;0.45720464;0.34412596
608953;-1;GAZE;;0.4562616;0.33628038
608964;-1;GAZE;;0.454448;0.33715025
608978;-1;GAZE;;0.45272204;0.337183
608994;-1;GAZE;;0.4525359;0.33719766
609010;-1;GAZE;;0.454045;0.3354915
609025;-1;GAZE;;0.4612748;0.32781738
609041;-1;GAZE;;0.46641213;0.32420385
609057;-1;GAZE;;0.4682421;0.3228103
609073;-1;GAZE;;0.4686507;0.32246387
609103;-1;GAZE;;0.4709006;0.32031575
609120;-1;GAZE;;0.4713919;0.3181499
609135;-1;GAZE;;0.47175157;0.31750634
609152;-1;GAZE;;0.47179952;0.31842276
609167;-1;GAZE;;0.47324377;0.3174895
609183;-1;GAZE;;0.4719426;0.31514215
609199;-1;GAZE;;0.4609361;0.3070073
609215;-1;GAZE;;0.4011032;0.27153808
609230;-1;GAZE;;0.37193137;0.24522375
612399;3;NAV_BACK;cond=1,set=18,animal_idx=2,animal_name=Pferd,ids=pferd_019.png;0.37193137;0.24522375
609246;-1;GAZE;;0.36635688;0.23375098
609263;-1;GAZE;;0.35728872;0.21769898
609278;-1;GAZE;;0.35681543;0.22109996
609293;-1;GAZE;;0.35740188;0.2249728
609309;-1;GAZE;;0.35695067;0.22485574
609325;-1;GAZE;;0.3552537;0.22487591
609340;-1;GAZE;;0.35476822;0.22969325
609356;-1;GAZE;;0.35283285;0.2443983
609372;-1;GAZE;;0.35337082;0.2417116
609399;-1;GAZE;;0.3548512;0.2382577
