ms;state;event;payload;gx;gy
210074;-1;GAZE;;0.8723306;0.8965617
210090;-1;GAZE;;0.8744724;0.9137496
210106;-1;GAZE;;0.8771795;0.9159699
210122;-1;GAZE;;0.8775229;0.91654027
210138;-1;GAZE;;0.87663263;0.91658247
210154;-1;GAZE;;0.8751948;0.9140242
210169;-1;GAZE;;0.8752463;0.913191
210196;-1;GAZE;;0.8730787;0.9082227
210217;-1;GAZE;;0.8729074;0.9079273
210233;-1;GAZE;;0.87207717;0.90714854
210249;-1;GAZE;;0.87099236;0.9071372
210264;-1;GAZE;;0.8711363;0.9074567
210279;-1;GAZE;;0.8720017;0.91718644
210295;-1;GAZE;;0.87277836;0.918949
210311;-1;GAZE;;0.873493;0.91862285
210327;-1;GAZE;;0.8780671;0.9203746
210344;-1;GAZE;;0.8772183;0.92340934
210359;-1;GAZE;;0.8765182;0.92765534
210391;-1;GAZE;;0.87597877;0.92874503
210407;-1;GAZE;;0.87502104;0.9126954
210423;-1;GAZE;;0.5255891;0.5670651
210439;-1;GAZE;;0.51530766;0.5569633
210454;-1;GAZE;;0.5129407;0.5552164
210470;-1;GAZE;;0.49766693;0.53787243
210495;-1;GAZE;;0.48233077;0.51260585
210518;-1;GAZE;;0.4899773;0.49908674
210534;-1;GAZE;;0.49304152;0.49786553
210550;-1;GAZE;;0.5056936;0.49978763
210566;-1;GAZE;;0.50441206;0.5021574
210581;-1;GAZE;;0.5019195;0.5058229
210597;-1;GAZE;;0.5023349;0.5040878
210613;-1;GAZE;;0.5029068;0.49926126
210646;-1;GAZE;;0.4994065;0.46064824
210660;-1;GAZE;;0.5002187;0.45215052
210676;-1;GAZE;;0.49955165;0.45247814
210693;-1;GAZE;;0.5039869;0.41017386
210707;-1;GAZE;;0.5040918;0.40010318
210723;-1;GAZE;;0.5046868;0.39242294
210739;-1;GAZE;;0.5056305;0.40185943
210755;-1;GAZE;;0.50608605;0.39813364
210770;-1;GAZE;;0.5064874;0.40173432
210795;-1;GAZE;;0.5068167;0.4203385
210817;-1;GAZE;;0.5034811;0.42303282
210832;-1;GAZE;;0.50376195;0.4241857
210848;-1;GAZE;;0.5027306;0.42514846
210863;-1;GAZE;;0.50159997;0.42691782
210879;-1;GAZE;;0.5010861;0.42550468
210896;-1;GAZE;;0.5003399;0.42297173
210911;-1;GAZE;;0.5065213;0.4031239
210927;-1;GAZE;;0.50616616;0.4047155
210946;-1;GAZE;;0.5049527;0.41674367
210975;-1;GAZE;;0.5040587;0.4222819
210993;-1;GAZE;;0.49834043;0.43485662
211007;-1;GAZE;;0.49879965;0.4345057
211023;-1;GAZE;;0.4956338;0.43655264
211038;-1;GAZE;;0.4954564;0.43998516
211055;-1;GAZE;;0.4965786;0.44215873
211070;-1;GAZE;;0.49587995;0.44665653
211097;-1;GAZE;;0.49724162;0.45894757
211109;-1;GAZE;;0.49699545;0.45737097
211127;-1;GAZE;;0.49736494;0.45798892
211150;-1;GAZE;;0.49844328;0.4557905
211166;-1;GAZE;;0.4988881;0.45620975
211182;-1;GAZE;;0.49945718;0.4542209
211198;-1;GAZE;;0.49209383;0.45057046
211215;-1;GAZE;;0.48553318;0.45424291
211245;-1;GAZE;;0.48493007;0.45425054
211261;-1;GAZE;;0.48598692;0.45155126
211277;-1;GAZE;;0.49481148;0.45490798
211293;-1;GAZE;;0.49487665;0.45688245
211308;-1;GAZE;;0.49444622;0.45985678
211324;-1;GAZE;;0.49311653;0.46220535
211340;-1;GAZE;;0.49163428;0.46422616
211356;-1;GAZE;;0.48771185;0.4664336
211373;-1;GAZE;;0.48508123;0.46734336
211396;-1;GAZE;;0.4791364;0.47154194
211421;-1;GAZE;;0.4791583;0.47139978
211436;-1;GAZE;;0.47860223;0.47187775
211452;-1;GAZE;;0.4815808;0.47500977
211467;-1;GAZE;;0.4852554;0.47276333
211483;-1;GAZE;;0.48452786;0.47359332
211499;-1;GAZE;;0.48758498;0.47475517
211515;-1;GAZE;;0.4887046;0.47505704
211546;-1;GAZE;;0.49300042;0.48375487
211562;-1;GAZE;;0.4925747;0.4819201
211578;-1;GAZE;;0.5084044;0.5116599
211594;-1;GAZE;;0.55352515;0.54219526
211610;-1;GAZE;;0.6109635;0.58364147
