ms;state;event;payload;gx;gy
235166;-1;GAZE;;0.24680707;0.4850349
235198;-1;GAZE;;0.4454486;0.4013922
235214;-1;GAZE;;0.5612667;0.34236443
235229;-1;GAZE;;0.62539595;0.3083715
235244;-1;GAZE;;0.71297187;0.26216277
235260;-1;GAZE;;0.7219973;0.25662485
235276;-1;GAZE;;0.72530735;0.25551245
235297;-1;GAZE;;0.78127193;0.22720999
235323;-1;GAZE;;0.778595;0.232056
235338;-1;GAZE;;0.7774664;0.23675123
235353;-1;GAZE;;0.777709;0.23716408
235370;-1;GAZE;;0.78041565;0.23501588
235401;-1;GAZE;;0.7795943;0.23444638
235416;-1;GAZE;;0.7777815;0.23464203
235442;-1;GAZE;;0.77803427;0.23629744
235463;-1;GAZE;;0.78081787;0.23934416
235479;-1;GAZE;;0.78042525;0.23879632
235495;-1;GAZE;;0.78040177;0.23935331
235510;-1;GAZE;;0.78405815;0.2380752
235525;-1;GAZE;;0.78445375;0.23605332
235541;-1;GAZE;;0.7839013;0.23561893
235557;-1;GAZE;;0.7833946;0.23475397
235572;-1;GAZE;;0.7787268;0.23899825
235596;-1;GAZE;;0.7770229;0.23947904
235620;-1;GAZE;;0.7784625;0.23475362
235635;-1;GAZE;;0.757;0.273961
235651;-1;GAZE;;0.75330913;0.28064612
235667;-1;GAZE;;0.75044054;0.28266513
235683;-1;GAZE;;0.7481453;0.281842
235699;-1;GAZE;;0.74686515;0.2846339
235715;-1;GAZE;;0.7455353;0.28545612
235746;-1;GAZE;;0.7443461;0.28951222
235762;-1;GAZE;;0.7448082;0.28996253
235778;-1;GAZE;;0.7453699;0.29101703
235794;-1;GAZE;;0.74648166;0.2884479
235810;-1;GAZE;;0.7473298;0.28538868
235826;-1;GAZE;;0.74785703;0.28948832
235841;-1;GAZE;;0.74771637;0.28718525
235856;-1;GAZE;;0.7490596;0.28858265
235872;-1;GAZE;;0.74913204;0.28949326
235893;-1;GAZE;;0.7498368;0.29111528
235919;-1;GAZE;;0.7488835;0.2910766
235934;-1;GAZE;;0.74835205;0.28811198
235949;-1;GAZE;;0.74760765;0.28563863
235965;-1;GAZE;;0.74698085;0.28252995
235981;-1;GAZE;;0.74642116;0.2791155
235997;-1;GAZE;;0.7483742;0.28026742
236012;-1;GAZE;;0.7482214;0.27899143
236027;-1;GAZE;;0.7527986;0.27114788
236046;-1;GAZE;;0.7535803;0.27400064
236074;-1;GAZE;;0.7535671;0.27263176
291751;3;NAV_BACK;cond=4,set=2,animal_idx=0,animal_name=Katze,ids=katze_009.png|katze_010.png|katze_011.png|katze_012.png;0.7535671;0.27263176
236090;-1;GAZE;;0.75411636;0.27428243
236106;-1;GAZE;;0.75447696;0.2745353
236122;-1;GAZE;;0.75205916;0.28037062
236137;-1;GAZE;;0.7523555;0.28288838
236152;-1;GAZE;;0.7582441;0.27904624
236168;-1;GAZE;;0.7567464;0.28483865
