ms;state;event;payload;gx;gy
270210;3;EVENT_ZOOM_OPEN;cond=20,image_idx=6,image_id=hase_007.png;0.304446;0.2999052
269391;-1;GAZE;;0.29919752;0.2931435
269407;-1;GAZE;;0.29887542;0.29147092
269423;-1;GAZE;;0.29929698;0.29129547
269439;-1;GAZE;;0.2976726;0.28394404
269455;-1;GAZE;;0.30614677;0.27917507
269485;-1;GAZE;;0.30885157;0.27493313
269501;-1;GAZE;;0.30268842;0.27570423
269517;-1;GAZE;;0.3140544;0.33557516
269533;-1;GAZE;;0.31065372;0.31934574
269548;-1;GAZE;;0.31294626;0.32193917
269564;-1;GAZE;;0.31179678;0.325168
269580;-1;GAZE;;0.30995196;0.3384468
269605;-1;GAZE;;0.30052736;0.365889
269626;-1;GAZE;;0.30436563;0.3696347
269642;-1;GAZE;;0.3056753;0.3667616
269657;-1;GAZE;;0.31573766;0.37991357
269673;-1;GAZE;;0.31935322;0.37541085
269688;-1;GAZE;;0.3050339;0.3444571
269756;-1;GAZE;;0.21107101;0.18914498
269767;-1;GAZE;;0.279178;0.36865154
269784;-1;GAZE;;0.27455816;0.30487904
269799;-1;GAZE;;0.25639156;0.2359299
269815;-1;GAZE;;0.27224204;0.26344898
269832;-1;GAZE;;0.28653097;0.28207287
269847;-1;GAZE;;0.2930366;0.28385678
269863;-1;GAZE;;0.29741666;0.28464842
269879;-1;GAZE;;0.29658094;0.2953558
269903;-1;GAZE;;0.30968803;0.29745564
269925;-1;GAZE;;0.32581088;0.32481182
269941;-1;GAZE;;0.31727365;0.32229516
269957;-1;GAZE;;0.31676942;0.32587644
269973;-1;GAZE;;0.32463917;0.33986935
270004;-1;GAZE;;0.3267067;0.3477294
270020;-1;GAZE;;0.32638964;0.35696062
270056;-1;GAZE;;0.31319222;0.3468427
270082;-1;GAZE;;0.31147423;0.33815753
270113;-1;GAZE;;0.30754372;0.31994268
270129;-1;GAZE;;0.3075699;0.31708807
270145;-1;GAZE;;0.30974934;0.33297
270160;-1;GAZE;;0.30612677;0.31795833
270176;-1;GAZE;;0.3053546;0.31719345
270206;-1;GAZE;;0.30369425;0.31123784
270222;-1;GAZE;;0.30606422;0.32295573
270238;-1;GAZE;;0.31047246;0.35767898
270253;-1;GAZE;;0.31031093;0.35133097
270268;-1;GAZE;;0.31206864;0.3550558
270284;-1;GAZE;;0.30547082;0.3281133
270299;-1;GAZE;;0.30284968;0.32845405
270314;-1;GAZE;;0.3008322;0.33995003
270330;-1;GAZE;;0.3077489;0.34080765
270354;-1;GAZE;;0.30975342;0.34292257
270376;-1;GAZE;;0.31311834;0.34344602
270392;-1;GAZE;;0.33628756;0.33866814
270407;-1;GAZE;;0.4276099;0.35374188
270423;-1;GAZE;;0.4373871;0.34198922
270438;-1;GAZE;;0.43774307;0.3346615
270453;-1;GAZE;;0.44081166;0.35501686
270469;-1;GAZE;;0.43920273;0.34707332
270485;-1;GAZE;;0.43755838;0.34089178
270506;-1;GAZE;;0.43312746;0.33133674
270533;-1;GAZE;;0.43504325;0.33062845
270550;-1;GAZE;;0.43499815;0.32603097
270565;-1;GAZE;;0.4338623;0.3244524
270595;-1;GAZE;;0.43398523;0.3253662
270611;-1;GAZE;;0.44474325;0.34881172
270657;-1;GAZE;;0.4657378;0.36893857
270687;-1;GAZE;;0.4772321;0.37560216
270703;-1;GAZE;;0.47854984;0.4009082
270719;-1;GAZE;;0.47878692;0.4048023
270734;-1;GAZE;;0.4790323;0.42666948
270750;-1;GAZE;;0.4785444;0.40912333
270781;-1;GAZE;;0.47978592;0.40475425
270828;-1;GAZE;;0.4845171;0.38935417
270843;-1;GAZE;;0.48546582;0.38897717
270875;-1;GAZE;;0.50982773;0.45322454
270891;-1;GAZE;;0.510069;0.4512613
270922;-1;GAZE;;0.5124944;0.44504562
270938;-1;GAZE;;0.5143049;0.4345185
270956;-1;GAZE;;0.5146594;0.432842
270970;-1;GAZE;;0.51631427;0.43215808
271000;-1;GAZE;;0.51751775;0.4324382
271015;-1;GAZE;;0.51667446;0.43580958
271046;-1;GAZE;;0.51483774;0.43770695
271062;-1;GAZE;;0.5156448;0.43763772
271105;-1;GAZE;;0.51816106;0.41744465
271138;-1;GAZE;;0.5205022;0.42684662
271154;-1;GAZE;;0.5243446;0.42769453
271184;-1;GAZE;;0.50276417;0.70931125
271200;-1;GAZE;;0.49553803;0.7387744
271232;-1;GAZE;;0.49470207;0.7480724
271279;-1;GAZE;;0.49230558;0.79406625
271295;-1;GAZE;;0.49407396;0.7951271
271327;-1;GAZE;;0.49220303;0.7986461
271343;-1;GAZE;;0.49107033;0.80133224
271374;-1;GAZE;;0.49103084;0.80001575
271390;-1;GAZE;;0.49161613;0.8011742
271406;-1;GAZE;;0.4934487;0.8931766
271421;-1;GAZE;;0.49261028;0.88608646
271452;-1;GAZE;;0.48813167;0.8684546
271467;-1;GAZE;;0.48803875;0.86681706
271499;-1;GAZE;;0.4872316;0.8520867
271514;-1;GAZE;;0.4861812;0.852831
271556;-1;GAZE;;0.4986054;0.8627486
271593;-1;GAZE;;0.49990585;0.8657818
271609;-1;GAZE;;0.49968708;0.86691624
271640;-1;GAZE;;0.49838468;0.8729033
271655;-1;GAZE;;0.49689624;0.8784342
271687;-1;GAZE;;0.48649657;0.8749534
271733;-1;GAZE;;0.4933362;0.87769216
271749;-1;GAZE;;0.49567387;0.8797892
271780;-1;GAZE;;0.49498054;0.8824002
271780;-1;GAZE;;0.49400845;0.87916493
271811;-1;GAZE;;0.49700788;0.87233007
271827;-1;GAZE;;0.49691966;0.87197834
271856;-1;GAZE;;0.49976903;0.87317795
272984;3;EVENT_SELECT;image_id=hase_007.png,cond=20,set=0,animal_idx=3,animal_name=Hase;0.49976903;0.87317795
