participant_no;15
gender_idx;-1
age;
----
ms;state;event;payload;gx;gy
221832;1;BTN_NEXT;from=consent;0.41843075;0.1623879
257366;2;BTN_NEXT;gender_idx=1,age=52,seh=keine Sehhilfe;0.4682649;0.77304924
257366;2;EVENT_PARTICIPANT;id=20260115_171619,participant_no=15,gender_idx=1,orderIndex=3,order=100,1,4,20,animalOrderIdx=3,0,1,2,animalOrderNames=Hase,Katze,Hund,Pferd,age=52;0.4682649;0.77304924
261405;7;BTN_START_CALIB;;0.20424485;0.20033537
263715;8;CALIB_POINT_DONE;nx=0.08,ny=0.08;0.09378959;0.07437084
265099;8;CALIB_POINT_DONE;nx=0.5,ny=0.08;0.48674697;0.09866171
266301;8;CALIB_POINT_DONE;nx=0.92,ny=0.08;0.9004244;0.065717004
267498;8;CALIB_POINT_DONE;nx=0.92,ny=0.5;0.89484847;0.5171683
268707;8;CALIB_POINT_DONE;nx=0.92,ny=0.92;0.9066436;0.918995
269970;8;CALIB_POINT_DONE;nx=0.08,ny=0.5;0.096418224;0.49588934
271172;8;CALIB_POINT_DONE;nx=0.08,ny=0.92;0.08045974;0.92769897
272465;8;CALIB_POINT_DONE;nx=0.5,ny=0.92;0.48038715;0.8751323
276232;8;BTN_NEXT;from=calibration;0.39217442;0.099466994
285312;3;EVENT_ZOOM_OPEN;cond=100,image_idx=0,image_id=hase_001.png;0.1590773;0.19933234
293964;3;EVENT_ZOOM_CLOSE;image_id=hase_001.png,cond=100;0.42872256;0.38241217
296838;3;EVENT_ZOOM_OPEN;cond=100,image_idx=42,image_id=hase_043.png;0.33919576;0.3457913
301187;3;EVENT_ZOOM_CLOSE;image_id=hase_043.png,cond=100;0.25751647;0.25742528
303422;3;EVENT_ZOOM_OPEN;cond=100,image_idx=30,image_id=hase_031.png;0.17422989;0.31255496
306982;3;EVENT_ZOOM_CLOSE;image_id=hase_031.png,cond=100;0.27815157;0.5032705
309502;3;EVENT_ZOOM_OPEN;cond=100,image_idx=62,image_id=hase_063.png;0.3086089;0.63831663
314123;3;EVENT_ZOOM_CLOSE;image_id=hase_063.png,cond=100;0.23254277;0.6275155
