ms;state;event;payload;gx;gy
221832;1;BTN_NEXT;from=consent;0.41843075;0.1623879
220596;-1;GAZE;;0.4152049;0.15510191
220630;-1;GAZE;;0.41522923;0.13502915
220645;-1;GAZE;;0.41786864;0.13872716
220677;-1;GAZE;;0.41819558;0.13232598
220708;-1;GAZE;;0.41843167;0.1254079
220724;-1;GAZE;;0.4185028;0.12674622
220747;-1;GAZE;;0.46816275;0.26412055
220772;-1;GAZE;;0.49222225;0.3692587
220792;-1;GAZE;;0.49870083;0.39774516
220803;-1;GAZE;;0.49114844;0.3694887
220819;-1;GAZE;;0.48820466;0.36317474
220835;-1;GAZE;;0.50454986;0.4496394
220851;-1;GAZE;;0.4820203;0.4520078
220867;-1;GAZE;;0.4599351;0.41950598
220896;-1;GAZE;;0.4216026;0.36767808
220914;-1;GAZE;;0.40216097;0.34108913
220930;-1;GAZE;;0.38201347;0.3122373
220946;-1;GAZE;;0.33157483;0.23881678
220962;-1;GAZE;;0.3092139;0.21608856
220978;-1;GAZE;;0.3075371;0.21201456
220993;-1;GAZE;;0.30691004;0.21178845
221009;-1;GAZE;;0.3047851;0.21066652
221024;-1;GAZE;;0.30034786;0.2133655
221047;-1;GAZE;;0.28550148;0.21586902
221070;-1;GAZE;;0.27273098;0.22363572
221086;-1;GAZE;;0.24499613;0.23468053
221101;-1;GAZE;;0.19280545;0.2515557
221117;-1;GAZE;;0.15514006;0.27436894
221133;-1;GAZE;;0.1448576;0.2822999
221149;-1;GAZE;;0.11849715;0.2958622
221165;-1;GAZE;;0.11822019;0.3027426
221196;-1;GAZE;;0.11216115;0.30815032
221212;-1;GAZE;;0.11438442;0.30776995
221228;-1;GAZE;;0.10943544;0.3039568
221242;-1;GAZE;;0.10292319;0.28107068
221258;-1;GAZE;;0.09951456;0.28189817
221274;-1;GAZE;;0.09844423;0.2825931
221290;-1;GAZE;;0.09896588;0.28223696
221305;-1;GAZE;;0.101532884;0.28341973
221321;-1;GAZE;;0.101282984;0.28838927
221352;-1;GAZE;;0.09947694;0.29607037
221367;-1;GAZE;;0.102958225;0.29222974
221383;-1;GAZE;;0.09464251;0.35441735
221398;-1;GAZE;;0.090629;0.4025529
221414;-1;GAZE;;0.08730792;0.4150683
221430;-1;GAZE;;0.08593874;0.41723305
221446;-1;GAZE;;0.082287684;0.42199132
221461;-1;GAZE;;0.082304865;0.44332117
221477;-1;GAZE;;0.082536735;0.4270897
221499;-1;GAZE;;0.08139345;0.43001437
221523;-1;GAZE;;0.08103362;0.43198234
221539;-1;GAZE;;0.084327765;0.4327956
221554;-1;GAZE;;0.08941977;0.4381968
221569;-1;GAZE;;0.086691245;0.4367468
221585;-1;GAZE;;0.08932519;0.4378623
221601;-1;GAZE;;0.08168845;0.43796173
221633;-1;GAZE;;0.07907543;0.43844333
221664;-1;GAZE;;0.0711539;0.42100686
221680;-1;GAZE;;0.06970014;0.4203242
221712;-1;GAZE;;0.047054596;0.26715192
221727;-1;GAZE;;0.03550874;0.20127684
221743;-1;GAZE;;0.040152717;0.19673276
221759;-1;GAZE;;0.041540083;0.19222671
221775;-1;GAZE;;0.041215375;0.18070787
221796;-1;GAZE;;0.046447493;0.1753409
221822;-1;GAZE;;0.04867186;0.16862991
221837;-1;GAZE;;0.046323765;0.16754627
221853;-1;GAZE;;0.047093384;0.16887452
221869;-1;GAZE;;0.04879978;0.16685218
221884;-1;GAZE;;0.048579622;0.16974266
221899;-1;GAZE;;0.047319215;0.16857365
221915;-1;GAZE;;0.047581214;0.17001617
221931;-1;GAZE;;0.047065657;0.1496013
221963;-1;GAZE;;0.048069425;0.14698832
221979;-1;GAZE;;0.049765375;0.17351872
221995;-1;GAZE;;0.049926635;0.17422304
222010;-1;GAZE;;0.052286737;0.17681701
222026;-1;GAZE;;0.05596181;0.1823309
222043;-1;GAZE;;0.053629715;0.17722169
222058;-1;GAZE;;0.05288249;0.17719454
222074;-1;GAZE;;0.05673866;0.18157357
222100;-1;GAZE;;0.059903856;0.18945809
222122;-1;GAZE;;0.07102273;0.20756324
222137;-1;GAZE;;0.07988919;0.2198725
222153;-1;GAZE;;0.081016555;0.22136669
222169;-1;GAZE;;0.08872322;0.23306121
222185;-1;GAZE;;0.085717045;0.22985649
222200;-1;GAZE;;0.088419996;0.2396349
222216;-1;GAZE;;0.090089194;0.2442883
222231;-1;GAZE;;0.09323737;0.2477165
222294;-1;GAZE;;0.09003921;0.23929285
222310;-1;GAZE;;0.08580843;0.23184368
222326;-1;GAZE;;0.05656732;0.17934336
222341;-1;GAZE;;0.007656858;0.07670734
222357;-1;GAZE;;0.0;0.055756625
