Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;hund_001.png;5;2200;4;1170
1;hund_002.png;5;1543;3;863
1;hund_003.png;2;1299;2;1119
1;hund_004.png;5;4797;8;3788
1;hund_005.png;2;1847;1;1633
1;hund_006.png;2;3224;5;2539
1;hund_007.png;2;1766;3;1625
1;hund_008.png;2;4285;4;3914
1;hund_009.png;3;2955;5;2399
1;hund_010.png;4;5878;7;5146
1;hund_011.png;3;6038;5;5322


4;pferd_001.png;4;2144;5;1758
4;pferd_002.png;3;1866;5;1037
4;pferd_003.png;5;2109;2;1447
4;pferd_004.png;6;2316;3;2108


20;hase_001.png;3;798;3;747
20;hase_002.png;5;1014;1;721
20;hase_003.png;5;2433;5;1760
20;hase_004.png;2;234;0;0
20;hase_005.png;1;258;1;243
20;hase_006.png;4;1229;3;867
20;hase_007.png;3;1423;2;1305
20;hase_008.png;12;2798;7;2023
20;hase_009.png;5;542;1;283
20;hase_010.png;3;203;1;157
20;hase_011.png;3;329;1;204
20;hase_012.png;3;535;1;316
20;hase_013.png;11;2564;3;1413
20;hase_014.png;6;2298;3;2136
20;hase_015.png;4;548;1;234
20;hase_016.png;1;48;0;0
20;hase_017.png;1;128;0;0
20;hase_018.png;6;1184;2;880
20;hase_019.png;4;676;1;222
20;hase_020.png;1;352;1;238


100;katze_001.png;16;2038;5;1194
100;katze_002.png;10;621;1;174
100;katze_003.png;2;112;0;0
100;katze_004.png;2;666;2;620
100;katze_005.png;1;17;0;0
100;katze_006.png;3;173;0;0
100;katze_011.png;8;520;1;168
100;katze_012.png;16;2563;3;2124
100;katze_013.png;6;189;0;0
100;katze_014.png;5;160;0;0
100;katze_015.png;1;47;0;0
100;katze_016.png;3;251;0;0
100;katze_017.png;2;174;0;0
100;katze_018.png;3;734;1;581
100;katze_021.png;1;250;1;235
100;katze_022.png;6;2298;2;1982
100;katze_023.png;8;634;2;433
100;katze_024.png;14;1323;3;861
100;katze_025.png;23;7069;11;6090
100;katze_026.png;20;6437;11;5686
100;katze_027.png;8;492;1;204
100;katze_028.png;11;1232;2;395
100;katze_031.png;1;469;1;453
100;katze_032.png;5;819;2;536
100;katze_033.png;1;236;1;204
100;katze_034.png;11;408;0;0
100;katze_035.png;29;5028;10;3640
100;katze_036.png;21;2937;6;2024
100;katze_037.png;12;922;1;426
100;katze_038.png;8;1246;2;781
100;katze_039.png;8;1091;2;685
100;katze_040.png;2;192;0;0
100;katze_041.png;2;156;0;0
100;katze_042.png;3;204;0;0
100;katze_043.png;3;64;0;0
100;katze_044.png;5;510;1;393
100;katze_045.png;19;2102;2;1258
100;katze_046.png;26;5022;11;4110
100;katze_047.png;11;1018;1;393
100;katze_048.png;5;303;0;0
100;katze_049.png;13;1069;3;627
100;katze_050.png;6;303;0;0
100;katze_051.png;2;79;0;0
100;katze_052.png;2;315;1;257
100;katze_053.png;1;22;0;0
100;katze_054.png;2;102;0;0
100;katze_055.png;13;645;1;236
100;katze_056.png;14;887;1;349
100;katze_057.png;3;75;0;0
100;katze_058.png;4;179;0;0
100;katze_059.png;1;223;1;207
100;katze_062.png;1;31;0;0
100;katze_064.png;2;45;0;0
100;katze_065.png;11;3809;5;3512
100;katze_066.png;11;1522;4;1213
100;katze_068.png;2;62;0;0
100;katze_069.png;1;46;0;0
100;katze_071.png;1;110;0;0
100;katze_075.png;7;275;0;0
100;katze_076.png;5;598;1;410
100;katze_077.png;1;160;0;0
100;katze_078.png;2;112;0;0
100;katze_079.png;2;157;0;0
100;katze_081.png;1;110;0;0
100;katze_082.png;1;116;0;0
100;katze_083.png;1;26;0;0
100;katze_084.png;1;16;0;0
100;katze_085.png;8;845;2;634
100;katze_086.png;13;1236;2;755
100;katze_088.png;2;30;0;0
100;katze_089.png;1;189;1;173
100;katze_094.png;2;187;1;157
100;katze_095.png;9;1737;6;1483
100;katze_096.png;11;1504;1;815
