Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;hund_001.png;6;4731;7;3418
1;hund_002.png;1;1192;1;1176
1;hund_003.png;1;986;2;907
1;hund_004.png;1;1295;2;1216
1;hund_005.png;1;1247;2;1185
1;hund_006.png;1;1376;3;1310
1;hund_007.png;2;1395;3;1293
1;hund_008.png;2;1967;3;1686
1;hund_009.png;1;1094;2;983
9;;1,777777778;1698,111111;2,777777778;1463,777778
;;;;;
4;pferd_001.png;1;452;1;235
4;pferd_002.png;2;597;1;232
4;pferd_003.png;5;1507;3;1115
4;pferd_004.png;5;2153;4;1759
4;;3,25;1177,25;2,25;835,25
;;;;;
20;hase_001.png;3;1438;3;1246
20;hase_002.png;8;1003;1;335
20;hase_003.png;2;1426;2;1315
20;hase_004.png;2;762;1;656
20;hase_005.png;1;314;1;282
20;hase_006.png;3;482;1;327
20;hase_007.png;11;3074;5;2683
20;hase_008.png;6;1456;3;1108
20;hase_009.png;3;496;1;259
20;hase_010.png;1;66;0;0
20;hase_011.png;5;1404;4;1106
20;hase_012.png;8;753;1;282
20;hase_013.png;4;257;0;0
20;hase_014.png;5;1205;4;965
20;hase_015.png;2;987;2;849
20;hase_016.png;1;30;0;0
20;hase_017.png;3;204;0;0
20;hase_018.png;4;1171;2;611
20;hase_019.png;1;362;1;331
20;hase_020.png;1;581;1;549
20;;3,7;873,55;1,65;645,2
;;;;;
100;katze_027.png;1;74;0;0
100;katze_035.png;3;642;2;467
100;katze_036.png;2;425;1;391
100;katze_037.png;2;283;1;174
100;katze_045.png;6;229;0;0
100;katze_046.png;3;641;1;421
100;katze_047.png;1;31;0;0
100;katze_055.png;5;379;1;202
100;katze_056.png;3;328;0;0
100;katze_057.png;2;3670;2;3625
100;katze_065.png;2;47;0;0
100;katze_085.png;5;374;0;0
100;katze_086.png;4;188;0;0
100;katze_095.png;6;555;2;375
100;katze_096.png;6;600;1;173
15;;3,4;564,4;0,733333333;388,5333333
