Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;hund_001.png;9;4348;9;3547
1;hund_002.png;3;1678;3;1543
1;hund_003.png;1;1917;3;1797
1;hund_004.png;1;1376;2;1059
1;hund_005.png;4;429;1;223
1;hund_006.png;8;2881;4;1534
6;;4,333333333;2104,833333;3,666666667;1617,166667
;;;;;
4;pferd_001.png;2;569;1;283
4;pferd_002.png;3;926;2;595
4;pferd_003.png;2;552;2;425
4;pferd_004.png;5;1577;3;1392
4;pferd_005.png;2;662;2;520
4;pferd_006.png;4;345;1;224
4;pferd_007.png;1;32;0;0
4;pferd_008.png;3;521;1;269
4;pferd_009.png;1;366;1;188
4;pferd_010.png;4;260;0;0
4;pferd_011.png;1;335;1;319
4;pferd_012.png;7;888;0;0
4;pferd_013.png;2;285;0;0
4;pferd_014.png;3;871;2;488
4;pferd_015.png;2;303;1;255
4;pferd_016.png;2;143;0;0
4;pferd_017.png;1;648;1;537
4;pferd_018.png;1;577;1;423
4;pferd_019.png;2;1091;2;972
4;pferd_020.png;2;1148;3;1008
4;pferd_021.png;1;379;1;244
4;pferd_022.png;1;269;1;229
4;pferd_023.png;1;717;1;702
4;pferd_025.png;1;15;0;0
4;pferd_026.png;1;709;1;549
4;pferd_027.png;1;381;1;365
4;pferd_029.png;1;445;0;0
4;pferd_030.png;1;273;1;209
4;pferd_031.png;1;377;1;357
4;pferd_032.png;1;839;1;808
4;pferd_033.png;1;415;1;299
4;pferd_034.png;2;112;0;0
4;pferd_035.png;1;216;1;159
4;pferd_036.png;3;459;1;318
4;pferd_037.png;1;252;1;157
4;pferd_038.png;3;855;1;620
4;pferd_039.png;1;585;1;379
4;pferd_040.png;3;351;1;302
4;pferd_041.png;1;632;1;569
4;pferd_042.png;1;667;1;573
4;pferd_044.png;1;238;1;206
4;pferd_045.png;2;143;0;0
4;pferd_046.png;2;1049;1;876
4;pferd_048.png;2;1124;2;1046
4;pferd_049.png;1;712;1;489
4;pferd_051.png;1;412;1;357
4;pferd_052.png;1;394;1;362
4;pferd_053.png;1;158;0;0
4;pferd_054.png;1;583;1;521
4;pferd_056.png;1;680;1;522
4;pferd_057.png;4;3080;5;2910
4;pferd_058.png;1;565;1;533
4;pferd_059.png;3;1047;3;784
4;pferd_060.png;2;1201;1;742
54;;1,851851852;600,6111111;1,111111111;446,0185185
;;;;;
20;hase_002.png;4;424;1;171
20;hase_003.png;3;1580;3;1414
20;hase_007.png;4;840;1;554
20;hase_008.png;6;699;2;504
20;hase_012.png;2;349;1;255
