Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;katze_001.png;13;8475;14;6302
;;;;;
4;hund_001.png;10;6343;9;5151
4;hund_002.png;9;5250;6;4257
4;hund_003.png;6;3442;6;2230
4;hund_004.png;6;3399;5;2898
4;hund_005.png;9;3634;6;2795
4;hund_006.png;2;832;3;708
4;hund_007.png;4;2254;3;1872
4;hund_008.png;5;3068;5;2548
8;;6,375;3527,75;5,375;2807,375
20;pferd_001.png;7;2303;4;1862
20;pferd_002.png;7;2029;3;1593
20;pferd_003.png;8;5649;6;4397
20;pferd_004.png;2;1345;1;1300
20;pferd_005.png;4;1231;2;561
20;pferd_006.png;4;1823;3;1434
20;pferd_007.png;7;870;2;621
20;pferd_008.png;10;2549;5;2215
20;pferd_009.png;2;613;1;377
20;pferd_010.png;9;1934;3;1248
20;pferd_011.png;1;796;1;780
20;pferd_012.png;4;1542;3;1338
20;pferd_013.png;11;2006;3;1606
20;pferd_014.png;5;605;1;237
20;pferd_015.png;10;1469;4;933
20;pferd_017.png;1;109;0;0
20;pferd_018.png;7;1610;3;1274
20;pferd_019.png;3;146;0;0
20;pferd_020.png;3;249;0;0
19;;5,526315789;1519,894737;2,368421053;1146,105263
;;;;;
100;hase_001.png;9;628;1;184
100;hase_002.png;5;241;0;0
100;hase_003.png;6;493;1;153
100;hase_005.png;3;253;1;174
100;hase_008.png;1;48;0;0
100;hase_009.png;2;137;0;0
100;hase_010.png;1;15;0;0
100;hase_011.png;1;16;0;0
100;hase_012.png;6;194;0;0
100;hase_013.png;5;435;0;0
100;hase_014.png;4;117;0;0
100;hase_015.png;6;233;0;0
100;hase_016.png;3;362;0;0
100;hase_018.png;1;224;1;202
100;hase_019.png;1;379;1;379
100;hase_020.png;8;1496;3;946
100;hase_021.png;2;284;0;0
100;hase_022.png;6;1724;2;1028
100;hase_023.png;6;691;0;0
100;hase_024.png;7;363;0;0
100;hase_025.png;5;401;1;179
100;hase_026.png;2;166;0;0
100;hase_027.png;2;190;0;0
100;hase_028.png;2;497;0;0
100;hase_029.png;1;15;0;0
100;hase_030.png;5;739;0;0
100;hase_031.png;3;746;3;634
100;hase_032.png;5;836;1;207
100;hase_033.png;5;213;0;0
100;hase_034.png;13;912;1;190
100;hase_035.png;12;1578;4;817
100;hase_036.png;2;808;1;664
100;hase_037.png;1;79;0;0
100;hase_038.png;1;140;0;0
100;hase_039.png;2;104;0;0
100;hase_040.png;6;586;0;0
100;hase_041.png;8;1533;4;1092
100;hase_042.png;6;576;0;0
100;hase_043.png;3;214;0;0
100;hase_044.png;5;509;1;192
100;hase_045.png;7;264;0;0
100;hase_046.png;11;1971;5;1492
100;hase_047.png;1;115;0;0
100;hase_048.png;2;696;0;0
100;hase_049.png;2;62;0;0
100;hase_050.png;2;63;0;0
100;hase_051.png;4;365;0;0
100;hase_052.png;4;308;0;0
100;hase_053.png;2;345;1;173
100;hase_054.png;2;162;0;0
100;hase_055.png;2;157;0;0
100;hase_056.png;8;774;1;455
100;hase_057.png;2;206;0;0
100;hase_058.png;1;31;0;0
100;hase_059.png;1;203;0;0
100;hase_061.png;2;50;0;0
100;hase_062.png;4;214;0;0
100;hase_063.png;2;419;1;296
100;hase_064.png;2;533;1;171
100;hase_065.png;6;751;1;157
100;hase_066.png;9;655;0;0
100;hase_067.png;5;727;2;494
100;hase_068.png;3;361;0;0
100;hase_069.png;2;75;0;0
100;hase_070.png;1;46;0;0
100;hase_071.png;3;140;0;0
100;hase_072.png;10;1003;1;267
100;hase_073.png;12;791;1;172
100;hase_074.png;2;314;1;237
100;hase_075.png;4;641;1;157
100;hase_076.png;3;394;1;173
100;hase_077.png;10;2302;3;1592
100;hase_078.png;4;228;0;0
100;hase_079.png;4;712;2;441
100;hase_080.png;1;95;0;0
100;hase_081.png;1;187;1;156
100;hase_082.png;3;61;0;0
100;hase_083.png;8;639;1;181
100;hase_084.png;7;649;2;378
100;hase_085.png;8;632;1;180
100;hase_086.png;2;93;0;0
100;hase_087.png;5;398;1;220
100;hase_088.png;3;204;0;0
100;hase_089.png;2;501;1;162
100;hase_094.png;4;232;0;0
100;hase_095.png;6;645;1;359
100;hase_096.png;3;425;1;239
100;hase_097.png;4;181;0;0
88;;4,181818182;456,7613636;0,647727273;172,6477273
