Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;katze_001.png;6;5894;11;4021
1;katze_002.png;4;1223;4;805
1;katze_003.png;2;1000;4;778
1;katze_004.png;2;1706;3;1533
1;katze_005.png;1;186;1;159
1;katze_006.png;2;486;1;251
1;katze_007.png;3;959;2;692
1;katze_008.jpeg;3;1565;3;1375
1;katze_009.png;4;1968;4;1569
1;katze_010.png;2;1809;3;1526
1;katze_011.png;2;1366;3;1180
1;katze_012.png;2;1457;3;1409
1;katze_013.jpeg;2;1835;2;1553
1;katze_015.jpg;2;1439;3;1391
1;katze_016.png;2;1324;3;1131
1;katze_017.png;2;485;1;304
1;katze_018.png;2;582;2;550
1;katze_019.jpeg;2;1044;2;823
1;katze_020.png;2;666;2;564
1;katze_021.jpg;2;523;2;460
1;katze_022.png;2;679;2;647
1;katze_023.jpg;2;361;1;178
1;katze_024.jpeg;2;815;1;517
1;katze_025.png;2;686;1;499
1;katze_026.jpeg;2;385;1;346
1;katze_027.png;1;157;0;0
1;katze_028.jpg;2;565;2;532
1;katze_029.png;2;323;0;0
1;katze_030.png;1;326;1;158
1;katze_031.png;2;952;2;739
30;;2,233333333;1092,2;2,333333333;856,3333333
;;;;;
4;hund_001.png;13;3188;7;2181
4;hund_002.png;17;4021;10;2301
4;hund_003.png;16;3934;9;2247
4;hund_004.png;18;4178;8;2359
4;hund_005.png;7;2846;3;2264
4;hund_006.png;10;3801;5;2603
4;hund_007.png;11;5734;9;4268
4;hund_008.png;15;4823;6;3027
4;hund_009.png;5;1373;1;868
4;hund_010.png;3;2030;4;1801
4;hund_011.png;5;1534;3;1295
4;hund_012.png;6;859;2;533
4;hund_013.png;8;4284;8;3523
4;hund_014.png;5;2222;4;1914
4;hund_015.png;13;5360;8;3694
4;hund_016.png;10;3068;7;2380
4;hund_017.png;2;1015;2;807
4;hund_018.png;1;636;1;621
4;hund_019.png;5;2536;4;1851
4;hund_020.png;2;977;2;946
20;;8,6;2920,95;5,15;2074,15
;;;;;
20;pferd_001.png;1;349;1;334
20;pferd_002.png;3;582;2;473
20;pferd_003.png;6;1212;3;872
20;pferd_004.png;1;572;1;522
20;pferd_005.png;1;170;1;157
20;pferd_006.png;4;2647;3;2395
20;pferd_007.png;5;768;1;598
20;pferd_008.png;5;1142;1;600
20;pferd_009.png;2;63;0;0
