Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
20;pferd_010.png;1;108;0;0
20;pferd_011.png;2;601;2;553
20;pferd_012.png;5;1142;3;932
20;pferd_013.png;7;1292;3;823
20;pferd_014.png;5;749;1;557
20;pferd_015.png;4;458;1;237
20;pferd_016.png;5;872;2;506
20;pferd_018.png;3;257;0;0
20;pferd_019.png;7;1480;3;1170
20;pferd_020.png;7;1442;4;941
20;pferd_023.png;2;456;1;269
20;pferd_024.png;1;38;0;0
20;pferd_025.png;1;406;1;390
20;pferd_026.png;1;361;1;179
20;pferd_027.png;12;3776;6;3022
20;pferd_028.png;9;2093;6;1767
20;pferd_029.png;1;29;0;0
20;pferd_030.png;3;676;2;477
20;pferd_031.png;2;239;1;191
20;pferd_032.png;7;794;2;570
20;pferd_033.png;10;1451;4;1001
20;pferd_034.png;9;743;2;348
20;pferd_035.png;5;599;1;222
20;pferd_036.png;4;537;1;334
20;pferd_037.png;1;223;1;208
20;pferd_038.png;7;1138;1;605
20;pferd_039.png;7;505;1;278
20;pferd_040.png;4;587;2;438
20;pferd_041.png;3;1204;3;1126
20;pferd_042.png;2;525;1;329
20;pferd_043.png;2;577;1;314
20;pferd_044.png;7;700;1;301
20;pferd_045.png;1;118;0;0
20;pferd_046.png;6;327;0;0
20;pferd_047.png;8;1387;4;1096
20;pferd_048.png;5;977;2;698
20;pferd_049.png;9;1308;3;840
20;pferd_050.png;5;470;1;269
20;pferd_051.png;3;977;2;902
20;pferd_052.png;6;1105;3;756
20;pferd_053.png;6;803;2;493
20;pferd_054.png;6;731;1;554
20;pferd_055.png;3;153;0;0
20;pferd_056.png;2;506;1;332
20;pferd_057.png;2;112;0;0
20;pferd_060.png;6;1174;3;779
20;pferd_063.png;2;282;0;0
20;pferd_068.png;2;78;0;0
20;pferd_069.png;1;64;0;0
20;pferd_070.png;1;157;0;0
20;pferd_074.png;4;750;3;609
20;pferd_075.png;1;31;0;0
20;pferd_078.png;1;16;0;0
20;pferd_079.png;3;203;0;0
20;pferd_080.png;1;283;1;267
20;pferd_083.png;3;549;1;314
20;pferd_087.png;1;63;0;0
20;pferd_088.png;2;48;0;0
20;pferd_092.png;1;157;0;0
20;pferd_094.png;4;473;2;347
20;pferd_096.png;3;561;2;398
20;pferd_097.png;1;31;0;0
20;pferd_098.png;2;185;0;0
20;pferd_099.png;5;709;2;438
73;;3,835616438;662,3424658;1,424657534;453,8493151
;;;;;
100;hase_001.png;3;234;0;0
100;hase_002.png;1;144;0;0
100;hase_003.png;1;44;0;0
100;hase_004.png;4;116;0;0
100;hase_005.png;8;371;0;0
100;hase_007.png;1;330;1;313
100;hase_008.png;2;363;1;268
100;hase_009.png;2;125;0;0
100;hase_011.png;2;436;2;396
100;hase_012.png;1;39;0;0
100;hase_013.png;1;423;1;407
100;hase_014.png;2;111;0;0
100;hase_015.png;10;441;0;0
100;hase_016.png;4;662;2;568
100;hase_017.png;4;1095;2;924
100;hase_018.png;1;64;0;0
100;hase_019.png;3;138;0;0
100;hase_020.png;2;128;0;0
100;hase_021.png;1;360;1;345
100;hase_022.png;5;959;3;846
100;hase_023.png;2;63;0;0
100;hase_024.png;4;601;1;342
100;hase_025.png;11;688;0;0
100;hase_026.png;7;360;0;0
100;hase_027.png;4;111;0;0
100;hase_029.png;3;148;0;0
100;hase_030.png;1;16;0;0
100;hase_031.png;3;228;0;0
100;hase_032.png;9;1055;3;696
100;hase_033.png;9;1764;4;1273
100;hase_034.png;4;160;0;0
100;hase_035.png;10;711;1;218
100;hase_036.png;7;379;0;0
100;hase_037.png;2;363;1;330
100;hase_039.png;3;238;0;0
100;hase_040.png;1;27;0;0
100;hase_041.png;11;1063;2;407
100;hase_042.png;9;530;0;0
100;hase_043.png;20;2568;4;1443
100;hase_044.png;11;687;0;0
100;hase_045.png;17;1331;4;686
100;hase_046.png;7;962;2;663
100;hase_047.png;6;624;0;0
100;hase_048.png;3;157;0;0
100;hase_049.png;1;142;0;0
100;hase_050.png;2;52;0;0
100;hase_051.png;12;1064;1;203
100;hase_052.png;6;830;1;318
100;hase_053.png;11;1426;5;972
100;hase_054.png;16;1177;1;269
100;hase_055.png;19;3693;9;3039
100;hase_056.png;10;769;1;204
100;hase_057.png;8;408;0;0
100;hase_058.png;5;158;0;0
100;hase_059.png;7;427;0;0
100;hase_060.png;2;202;1;171
100;hase_061.png;9;510;0;0
100;hase_062.png;10;369;0;0
100;hase_063.png;7;283;0;0
100;hase_064.png;10;698;1;237
100;hase_065.png;7;518;0;0
100;hase_066.png;7;463;0;0
100;hase_067.png;7;364;0;0
100;hase_068.png;2;222;1;173
100;hase_069.png;14;688;0;0
100;hase_070.png;7;512;0;0
100;hase_071.png;7;286;0;0
100;hase_072.png;7;468;0;0
100;hase_073.png;17;1453;2;615
100;hase_074.png;8;222;0;0
100;hase_075.png;4;304;0;0
100;hase_076.png;4;186;0;0
100;hase_077.png;7;1123;3;691
100;hase_078.png;2;55;0;0
100;hase_079.png;5;378;1;190
100;hase_080.png;2;63;0;0
100;hase_081.png;3;601;2;554
100;hase_082.png;6;764;2;610
100;hase_083.png;16;2021;4;1156
100;hase_084.png;5;330;0;0
100;hase_085.png;1;15;0;0
100;hase_086.png;1;47;0;0
100;hase_087.png;8;1066;2;641
100;hase_088.png;3;341;1;206
100;hase_089.png;3;127;0;0
100;hase_090.png;2;64;0;0
100;hase_091.png;2;565;1;534
100;hase_092.png;9;418;0;0
100;hase_093.png;10;1265;2;729
100;hase_094.png;3;142;0;0
100;hase_095.png;3;78;0;0
100;hase_096.png;3;170;0;0
100;hase_097.png;3;128;0;0
100;hase_098.png;2;64;0;0
100;hase_099.png;3;479;1;299
100;hase_100.png;2;79;0;0
96;;5,75;517,6458333;0,802083333;228,5
