Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
20;hund_039.png;5;1425;3;648
20;hund_040.png;3;230;0;0
20;hund_041.png;1;127;0;0
20;hund_043.png;2;312;0;0
20;hund_044.png;4;1302;3;787
20;hund_045.png;3;735;1;297
20;hund_049.png;1;744;1;515
20;hund_050.png;1;451;1;155
20;hund_052.png;1;31;0;0
20;hund_053.png;1;29;0;0
20;hund_054.png;6;607;0;0
20;hund_055.png;4;598;0;0
20;hund_056.png;3;348;1;183
20;hund_057.png;2;679;0;0
20;hund_058.png;1;32;0;0
20;hund_059.png;3;323;0;0
20;hund_060.png;4;673;1;201
20;hund_061.png;1;399;1;186
20;hund_062.png;1;82;0;0
20;hund_063.png;1;47;0;0
20;hund_065.png;2;517;0;0
20;hund_066.png;2;187;0;0
20;hund_067.png;1;99;0;0
20;hund_068.png;1;218;1;171
20;hund_069.png;1;214;0;0
20;hund_071.png;1;93;0;0
20;hund_072.png;1;41;0;0
20;hund_073.png;2;326;1;171
20;hund_074.png;3;384;1;188
20;hund_075.png;3;743;0;0
20;hund_076.png;4;372;0;0
20;hund_077.png;5;433;1;181
20;hund_078.png;1;108;0;0
20;hund_079.png;1;54;0;0
20;hund_081.png;2;549;1;297
20;hund_082.png;1;61;0;0
20;hund_083.png;1;31;0;0
20;hund_085.png;1;46;0;0
20;hund_086.png;3;972;2;628
20;hund_087.png;4;749;1;281
20;hund_088.png;1;267;0;0
20;hund_089.png;3;249;1;201
20;hund_090.png;4;542;0;0
20;hund_091.png;4;799;2;343
20;hund_092.png;5;866;2;438
20;hund_093.png;1;0;0;0
20;hund_096.png;2;225;0;0
20;hund_097.png;3;439;1;315
20;hund_098.png;6;491;0;0
20;hund_099.png;8;1389;4;903
20;hund_94.png;3;332;1;171
20;hund_95.png;7;1160;2;571
84;;2,904761905;511,6071429;0,797619048;194,4047619
100;pferd_001.png;5;628;0;0
100;pferd_002.png;11;1454;1;239
100;pferd_003.png;9;2123;5;1513
100;pferd_004.png;13;2972;4;1474
100;pferd_005.png;16;1838;2;571
100;pferd_006.png;14;1482;2;678
100;pferd_007.png;1;16;0;0
100;pferd_008.png;3;621;2;434
100;pferd_009.png;1;262;1;235
100;pferd_010.png;1;52;0;0
100;pferd_011.png;1;102;0;0
100;pferd_012.png;10;570;0;0
100;pferd_013.png;3;157;0;0
100;pferd_014.png;10;1379;4;917
100;pferd_015.png;18;1515;1;174
100;pferd_016.png;13;2235;4;1279
100;pferd_017.png;7;251;0;0
100;pferd_018.png;5;769;1;179
100;pferd_019.png;1;399;1;370
100;pferd_020.png;4;265;0;0
100;pferd_022.png;7;812;1;251
100;pferd_023.png;9;685;1;234
100;pferd_024.png;17;1287;1;203
100;pferd_025.png;15;1825;1;600
100;pferd_026.png;15;1962;3;909
100;pferd_027.png;6;282;0;0
100;pferd_028.png;7;621;1;299
100;pferd_029.png;2;332;0;0
100;pferd_030.png;3;532;0;0
100;pferd_032.png;3;489;1;191
100;pferd_033.png;8;606;0;0
100;pferd_034.png;10;1047;2;552
100;pferd_035.png;17;1434;0;0
100;pferd_036.png;13;2164;4;1252
100;pferd_037.png;4;170;0;0
100;pferd_038.png;7;344;0;0
100;pferd_039.png;3;94;0;0
100;pferd_043.png;4;579;2;368
100;pferd_044.png;13;1208;2;482
100;pferd_045.png;20;2597;3;952
100;pferd_046.png;12;1972;5;1091
100;pferd_047.png;8;673;2;392
100;pferd_048.png;5;790;1;225
100;pferd_049.png;3;157;0;0
100;pferd_050.png;2;161;0;0
100;pferd_053.png;1;47;0;0
100;pferd_054.png;5;715;2;518
100;pferd_055.png;6;937;1;410
100;pferd_056.png;7;286;0;0
100;pferd_057.png;4;423;0;0
100;pferd_058.png;3;109;0;0
100;pferd_059.png;4;654;0;0
100;pferd_060.png;6;501;1;171
100;pferd_061.png;1;63;0;0
100;pferd_062.png;1;95;0;0
100;pferd_064.png;4;105;0;0
100;pferd_065.png;5;729;2;392
100;pferd_066.png;9;830;1;385
100;pferd_067.png;3;191;0;0
100;pferd_068.png;5;699;1;300
100;pferd_069.png;6;475;1;204
100;pferd_070.png;2;48;0;0
100;pferd_072.png;1;46;0;0
100;pferd_073.png;1;263;0;0
100;pferd_074.png;2;295;1;252
100;pferd_075.png;7;314;0;0
100;pferd_076.png;6;360;1;237
100;pferd_077.png;4;234;0;0
100;pferd_078.png;2;331;1;292
100;pferd_079.png;2;64;0;0
100;pferd_080.png;2;129;0;0
100;pferd_084.png;3;173;0;0
100;pferd_085.png;4;592;1;157
100;pferd_086.png;9;918;2;441
100;pferd_087.png;5;802;2;581
100;pferd_088.png;2;128;0;0
100;pferd_089.png;4;334;0;0
100;pferd_090.png;2;483;1;373
100;pferd_094.png;2;190;0;0
100;pferd_095.png;4;518;1;158
100;pferd_096.png;5;472;0;0
100;pferd_097.png;2;59;0;0
100;pferd_098.png;1;32;0;0
100;pferd_099.png;3;452;2;380
84;;6;666,7738095;0,94047619;253,75
