Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;hase_001.png;4;1711;2;472
1;hase_002.png;2;1285;3;1009
1;hase_003.png;4;3406;3;1393
1;hase_004.png;5;2931;2;966
1;hase_005.png;5;3183;6;2141
1;hase_006.png;2;1362;3;939
1;hase_007.png;1;1156;1;902
1;hase_008.png;2;3219;4;2936
1;hase_009.png;2;1319;2;1158
1;hase_010.png;2;3848;5;2280
1;hase_011.png;1;1735;2;1339
1;hase_012.png;1;1108;1;1092
1;hase_013.png;1;1004;2;959
1;hase_014.png;1;521;2;477
1;hase_015.png;1;679;1;350
1;hase_016.png;1;544;1;513
1;hase_017.png;1;812;1;454
1;hase_018.png;1;671;2;382
1;hase_019.png;1;529;1;424
1;hase_020.png;2;1408;3;1306
1;hase_021.png;3;1274;2;1092
1;hase_022.png;6;5095;9;2684
1;hase_023.png;6;3653;4;2037
1;hase_024.png;2;1966;4;1023
1;hase_025.png;3;2639;5;2432
1;hase_026.png;2;1232;2;633
1;hase_027.png;2;736;2;586
1;hase_028.png;2;1289;2;789
1;hase_029.png;2;1427;2;1192
1;hase_030.png;2;1343;2;885
1;hase_031.png;2;727;1;175
1;hase_032.png;2;1022;1;635
1;hase_033.png;2;1315;3;882
1;hase_034.png;2;935;2;777
1;hase_035.png;2;1085;2;1070
1;hase_036.png;3;707;1;218
1;hase_037.png;2;1618;2;978
1;hase_038.png;2;1074;2;426
1;hase_039.png;2;1311;1;613
1;hase_040.png;4;1297;1;817
1;hase_041.png;3;912;2;582
1;hase_042.png;2;1354;2;998
1;hase_043.png;2;1617;2;1333
1;hase_044.png;2;1496;2;1465
1;hase_045.png;2;1659;3;1362
1;hase_046.png;3;1331;1;170
1;hase_047.png;2;1486;3;857
1;hase_048.png;3;1134;3;904
1;hase_049.png;2;1470;4;1029
1;hase_050.png;2;958;2;863
1;hase_051.png;2;1497;3;1055
1;hase_052.png;2;1012;3;595
1;hase_053.png;2;1041;3;932
1;hase_054.png;2;1183;3;912
1;hase_055.png;2;936;2;489
1;hase_056.png;2;1012;1;378
1;hase_057.png;2;1130;2;645
1;hase_058.png;2;766;1;459
1;hase_059.png;2;1183;2;694
1;hase_060.png;2;1018;1;745
1;hase_061.png;2;410;1;236
1;hase_062.png;2;612;0;0
1;hase_063.png;2;648;1;239
1;hase_064.png;2;454;0;0
1;hase_065.png;2;752;2;507
1;hase_066.png;2;744;2;334
1;hase_067.png;2;363;0;0
1;hase_068.png;2;914;1;269
1;hase_069.png;2;659;2;613
1;hase_070.png;2;755;1;440
1;hase_071.png;2;576;1;453
1;hase_072.png;2;672;1;536
1;hase_073.png;1;439;1;408
1;hase_074.png;2;466;1;258
1;hase_075.png;2;652;1;471
1;hase_076.png;2;513;1;291
1;hase_077.png;2;658;1;461
1;hase_078.png;2;706;1;521
1;hase_079.png;2;650;1;456
1;hase_080.png;2;647;2;488
1;hase_081.png;2;590;1;396
1;hase_082.png;2;610;1;257
1;hase_083.png;2;1085;0;0
1;hase_084.png;1;419;1;228
1;hase_085.png;1;140;0;0
1;hase_086.png;2;263;0;0
1;hase_087.png;2;729;2;644
1;hase_088.png;2;635;1;234
1;hase_089.png;1;384;0;0
1;hase_090.png;2;595;2;377
1;hase_091.png;2;543;1;200
1;hase_092.png;2;558;1;329
1;hase_093.png;2;613;1;358
1;hase_094.png;2;598;1;470
1;hase_095.png;2;493;1;271
1;hase_096.png;2;507;1;285
1;hase_097.png;2;570;0;0
1;hase_098.png;2;680;1;191
1;hase_099.png;1;220;0;0
1;hase_100.png;2;1871;3;990
100;;2,11;1127,64;1,81;701,14
4;katze_001.png;5;948;3;546
4;katze_002.png;4;1185;3;780
4;katze_003.png;4;1772;5;1565
4;katze_004.png;5;1989;4;1537
4;katze_005.png;2;590;1;295
4;katze_006.png;5;1204;2;780
4;katze_007.png;2;349;0;0
4;katze_008.jpeg;2;643;2;532
4;katze_009.png;1;410;1;299
4;katze_010.png;2;1354;1;1136
4;katze_011.png;1;426;1;299
4;katze_012.png;2;534;1;424
4;katze_013.jpeg;5;1985;3;972
4;katze_015.jpg;1;473;1;205
4;katze_016.png;3;514;2;385
4;katze_017.png;1;16;0;0
4;katze_018.png;2;697;2;632
4;katze_019.jpeg;1;297;1;253
4;katze_020.png;2;426;0;0
4;katze_021.jpg;2;772;1;253
4;katze_022.png;2;221;0;0
4;katze_023.jpg;3;395;1;188
4;katze_024.jpeg;1;140;0;0
4;katze_025.png;2;537;1;158
4;katze_026.jpeg;1;185;0;0
4;katze_027.png;1;671;1;655
4;katze_028.jpg;2;799;2;721
4;katze_029.png;2;536;1;236
4;katze_031.png;1;534;1;486
4;katze_033.png;2;391;2;353
4;katze_034.png;2;1589;3;827
4;katze_035.png;2;173;0;0
4;katze_036.png;1;241;0;0
4;katze_037.png;2;232;0;0
4;katze_038.png;1;264;0;0
4;katze_041.png;1;818;1;674
4;katze_042.png;1;630;1;583
4;katze_043.png;1;266;0;0
4;katze_046.png;1;316;0;0
4;katze_047.png;3;374;0;0
4;katze_048.png;2;1185;2;956
4;katze_049.png;3;1025;2;451
4;katze_050.png;1;177;0;0
4;katze_051.png;1;637;2;536
4;katze_052.png;1;140;0;0
4;katze_053.png;2;1569;2;1064
4;katze_055.png;3;664;0;0
4;katze_056.png;2;411;0;0
4;katze_057.png;3;815;1;628
4;katze_058.png;5;674;1;205
4;katze_059.png;3;515;1;186
4;katze_060.png;3;537;2;390
4;katze_061.png;3;1378;3;991
4;katze_062.png;3;1021;2;442
4;katze_063.png;7;1733;3;737
4;katze_064.png;4;606;1;298
4;katze_065.png;11;2705;5;1384
4;katze_066.png;3;1265;2;392
4;katze_067.png;2;337;1;189
4;katze_068.png;3;927;1;393
4;katze_069.png;2;1303;2;820
4;katze_070.png;2;517;1;203
4;katze_072.png;2;520;1;427
4;katze_073.png;3;1220;2;869
4;katze_074.png;2;258;0;0
4;katze_075.png;1;528;1;249
4;katze_076.png;2;661;1;187
4;katze_077.png;3;1201;2;553
4;katze_078.png;5;881;1;190
4;katze_079.png;2;686;1;335
4;katze_080.png;3;1042;1;158
4;katze_081.png;4;854;1;251
4;katze_082.png;2;698;2;394
4;katze_083.png;2;458;1;167
4;katze_084.png;2;494;1;331
4;katze_085.png;4;1258;3;1062
4;katze_086.png;3;955;0;0
4;katze_087.png;4;441;0;0
4;katze_088.png;3;580;1;234
4;katze_089.png;5;848;1;259
4;katze_090.png;2;407;0;0
4;katze_091.png;2;695;1;263
4;katze_092.png;3;1159;3;955
4;katze_093.png;3;1013;0;0
4;katze_094.png;1;362;1;266
4;katze_095.png;2;251;0;0
4;katze_096.png;2;860;1;368
4;katze_097.png;3;925;1;345
4;katze_098.png;2;139;0;0
4;katze_099.png;4;905;2;728
4;katze_100.png;4;1085;2;451
4;katze_14.png;5;2329;3;1429
92;;2,609891304;770,4091304;1,280543478;404,468913
20;hund_001.png;1;94;0;0
20;hund_002.png;1;101;0;0
20;hund_003.png;8;1602;3;934
20;hund_004.png;3;763;2;590
20;hund_005.png;2;246;1;201
20;hund_006.png;2;156;0;0
20;hund_007.png;3;552;0;0
20;hund_008.png;6;1572;3;648
20;hund_009.png;5;521;0;0
20;hund_010.png;5;795;2;442
20;hund_011.png;1;63;0;0
20;hund_012.png;3;973;1;179
20;hund_013.png;7;1348;2;469
20;hund_014.png;5;831;0;0
20;hund_015.png;5;1121;2;679
20;hund_018.png;2;235;0;0
20;hund_019.png;1;363;0;0
20;hund_020.png;2;266;0;0
20;hund_021.png;2;426;0;0
20;hund_023.png;2;90;0;0
20;hund_024.png;5;1038;2;486
20;hund_025.png;1;188;1;156
20;hund_026.png;1;105;0;0
20;hund_028.png;3;344;0;0
20;hund_029.png;6;383;0;0
20;hund_031.png;1;233;1;203
20;hund_033.png;3;628;1;313
20;hund_034.png;9;2751;5;1365
20;hund_035.png;9;1500;4;991
20;hund_036.png;2;577;2;435
20;hund_037.png;2;714;1;170
20;hund_038.png;1;266;1;238
