Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;katze_001.png;4;3014;6;2128
1;katze_002.png;1;1372;2;870
1;katze_003.png;1;1009;2;817
1;katze_004.png;7;5941;7;4904
1;katze_005.png;1;1313;1;1185
1;katze_006.png;9;7568;9;5259


4;hund_001.png;9;3532;5;2275
4;hund_002.png;8;5053;6;4087
4;hund_003.png;15;2166;4;1143
4;hund_004.png;11;1920;3;822


20;pferd_001.png;9;2562;5;2115
20;pferd_002.png;9;619;1;349
20;pferd_003.png;26;4684;13;3250
20;pferd_004.png;9;3230;5;2905
20;pferd_006.png;2;270;1;238
20;pferd_007.png;9;661;0;0
20;pferd_008.png;27;2699;5;1227
20;pferd_009.png;2;32;0;0
20;pferd_010.png;2;251;1;220
20;pferd_011.png;3;365;1;160
20;pferd_012.png;10;1691;5;1076
20;pferd_013.png;11;816;2;427
20;pferd_014.png;2;317;1;254
20;pferd_015.png;2;616;2;580
20;pferd_016.png;1;16;0;0
20;pferd_017.png;3;446;1;255
20;pferd_018.png;15;2375;4;1374
20;pferd_019.png;1;48;0;0


100;hase_001.png;49;8355;17;6238
100;hase_002.png;36;2028;4;757
100;hase_003.png;23;2220;3;1489
100;hase_004.png;20;3540;9;2707
100;hase_005.png;10;2110;4;1714
100;hase_011.png;11;867;1;299
100;hase_012.png;27;2007;4;778
100;hase_013.png;20;1441;5;938
100;hase_014.png;15;1203;2;412
100;hase_015.png;11;528;1;168
100;hase_016.png;1;48;0;0
100;hase_021.png;1;41;0;0
100;hase_022.png;11;832;2;499
100;hase_023.png;11;1001;3;728
100;hase_024.png;12;788;2;493
100;hase_025.png;14;821;1;260
100;hase_026.png;2;568;1;426
100;hase_028.png;1;32;0;0
100;hase_029.png;1;251;1;236
100;hase_031.png;2;1141;1;1079
100;hase_032.png;10;1025;3;777
100;hase_033.png;12;814;1;380
100;hase_034.png;35;3417;8;2000
100;hase_035.png;32;3039;6;1389
100;hase_036.png;18;3593;7;2909
100;hase_037.png;3;288;0;0
100;hase_038.png;3;75;0;0
100;hase_039.png;2;64;0;0
100;hase_040.png;1;221;1;191
100;hase_041.png;1;16;0;0
100;hase_042.png;3;78;0;0
100;hase_043.png;10;2218;4;1812
100;hase_044.png;30;3061;5;1342
100;hase_045.png;40;4262;9;2461
100;hase_046.png;10;1120;2;449
100;hase_047.png;1;16;0;0
100;hase_049.png;1;32;0;0
100;hase_050.png;1;776;1;760
100;hase_051.png;1;15;0;0
100;hase_052.png;3;646;2;594
100;hase_053.png;7;256;0;0
100;hase_054.png;10;446;0;0
100;hase_055.png;24;1541;2;345
100;hase_056.png;7;1056;2;723
100;hase_057.png;3;473;2;426
100;hase_062.png;4;630;2;455
100;hase_063.png;10;2671;3;2348
100;hase_064.png;2;369;2;324
100;hase_065.png;9;413;0;0
100;hase_066.png;2;753;1;722
100;hase_067.png;3;648;2;554
100;hase_068.png;1;16;0;0
100;hase_072.png;1;16;0;0
100;hase_073.png;6;345;0;0
100;hase_074.png;3;63;0;0
100;hase_075.png;1;219;1;204
100;hase_076.png;1;15;0;0
100;hase_077.png;1;15;0;0
100;hase_082.png;1;1095;1;1079
100;hase_085.png;2;909;1;831
100;hase_086.png;1;64;0;0
100;hase_092.png;1;16;0;0
100;hase_094.png;1;16;0;0
100;hase_095.png;3;597;1;485
100;hase_096.png;3;1566;1;1472
