Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;pferd_001.png;11;3025;8;2000
1;pferd_002.png;5;4032;11;3227
1;pferd_003.png;4;2587;5;2009
1;pferd_004.png;6;5360;13;4665
1;pferd_005.png;3;2295;7;1748
1;pferd_006.png;2;2514;5;1975
1;pferd_007.png;2;3125;7;2643
1;pferd_008.png;2;3049;8;2518
1;pferd_009.png;2;2366;6;1831
1;pferd_010.png;2;2496;5;2250
1;pferd_011.png;2;2809;4;2702
1;pferd_012.png;3;2026;4;1799
1;pferd_013.png;2;1987;5;1429
1;pferd_014.png;2;2133;4;1743
1;pferd_015.png;2;2664;6;2384
1;pferd_016.png;5;2656;7;2102
1;pferd_017.png;3;1996;5;1843
1;pferd_018.png;2;3213;6;2977
1;pferd_019.png;2;1874;4;1800
1;pferd_020.png;3;1968;3;1314
1;pferd_021.png;2;1843;4;1632
1;pferd_022.png;2;2107;4;1764
1;pferd_023.png;4;1747;3;1425
1;pferd_024.png;5;1481;3;1046
1;pferd_025.png;2;1609;4;1524
1;pferd_026.png;2;1911;4;1707
1;pferd_027.png;2;1086;3;834
1;pferd_028.png;2;1206;4;1033
1;pferd_029.png;2;1481;3;1276
1;pferd_030.png;2;1096;3;860
1;pferd_031.png;2;1368;3;1102
1;pferd_032.png;2;1128;4;1034
1;pferd_033.png;2;1715;3;1644
1;pferd_034.png;2;1083;2;754


4;hase_001.png;7;2714;6;1739
4;hase_002.png;8;2830;6;1964
4;hase_003.png;3;1747;5;1502
4;hase_004.png;4;990;2;786
4;hase_005.png;1;351;1;330
4;hase_006.png;1;521;2;474
4;hase_007.png;1;173;0;0
4;hase_008.png;2;519;1;170
4;hase_009.png;1;691;2;613
4;hase_010.png;1;252;1;205
4;hase_011.png;1;566;1;550
4;hase_012.png;1;557;1;541
4;hase_013.png;1;362;1;275
4;hase_014.png;1;776;1;665
4;hase_015.png;1;692;1;676
4;hase_016.png;1;472;1;457
4;hase_017.png;8;4250;10;3561
4;hase_018.png;3;1131;2;688
4;hase_019.png;5;3004;4;2077
4;hase_020.png;4;881;2;736
4;hase_021.png;4;1058;3;742
4;hase_022.png;1;16;0;0
4;hase_023.png;5;1573;4;1387
4;hase_024.png;2;798;1;721
4;hase_025.png;2;722;1;569
4;hase_026.png;2;608;1;434
4;hase_027.png;3;760;2;601
4;hase_028.png;2;1131;2;1039
4;hase_029.png;2;752;1;688
4;hase_030.png;2;745;2;554
4;hase_031.png;2;1020;2;985
4;hase_032.png;2;598;2;568
4;hase_033.png;2;1000;2;905
4;hase_034.png;1;329;1;268
4;hase_035.png;2;650;2;539
4;hase_036.png;2;727;2;631
4;hase_037.png;4;735;2;630
4;hase_038.png;2;867;3;729
4;hase_039.png;2;996;2;918
4;hase_040.png;2;801;1;450
4;hase_041.png;3;1149;3;1021
4;hase_042.png;2;790;2;696
4;hase_043.png;1;299;1;222
4;hase_044.png;2;1005;2;964
4;hase_045.png;4;1084;2;878
4;hase_046.png;2;800;1;534
4;hase_047.png;2;660;2;629
4;hase_049.png;3;1088;2;788
4;hase_050.png;1;706;1;651
4;hase_051.png;3;551;1;301
4;hase_052.png;1;172;1;156
4;hase_053.png;3;951;1;755
4;hase_054.png;2;481;2;343
4;hase_055.png;3;1039;1;867
4;hase_056.png;2;694;2;552
4;hase_057.png;2;1006;2;943
4;hase_058.png;1;864;2;802
4;hase_059.png;1;206;1;190
4;hase_061.png;2;749;1;565
4;hase_062.png;2;1089;1;712
4;hase_063.png;1;64;0;0
4;hase_065.png;2;1685;4;1617
