Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
4;hase_066.png;2;143;0;0
4;hase_067.png;1;476;1;460
4;hase_068.png;1;564;1;532
4;hase_069.png;3;835;2;709
4;hase_070.png;2;1530;3;1152
4;hase_071.png;2;517;1;485
4;hase_072.png;1;173;1;157
4;hase_073.png;4;1335;3;1069
4;hase_074.png;1;429;2;367
4;hase_075.png;4;648;2;498
4;hase_077.png;2;739;1;424
4;hase_078.png;1;16;0;0
4;hase_079.png;3;678;1;345
4;hase_080.png;1;780;2;735
4;hase_081.png;1;15;0;0
4;hase_082.png;1;661;1;441
4;hase_083.png;2;864;2;761
4;hase_084.png;1;284;1;259
4;hase_085.png;3;1538;4;1356
4;hase_086.png;2;150;0;0
4;hase_087.png;3;1272;3;1196
4;hase_088.png;1;372;1;349
4;hase_089.png;1;48;0;0
4;hase_090.png;2;1419;5;1292
4;hase_091.png;1;347;1;299
4;hase_092.png;1;172;0;0
4;hase_093.png;2;1499;2;1467
4;hase_094.png;2;581;1;298
4;hase_096.png;1;179;1;150
4;hase_097.png;3;1371;4;1190
4;hase_098.png;2;456;1;408
4;hase_099.png;4;2193;6;1497
4;hase_100.png;4;2020;3;1408


20;katze_001.png;7;3250;7;2869
20;katze_002.png;15;5112;10;4302
20;katze_003.png;18;6348;9;4694
20;katze_004.png;7;2977;6;2690
20;katze_005.png;2;988;2;954
20;katze_006.png;7;1771;5;1425
20;katze_007.png;9;2321;5;1823
20;katze_008.png;14;1950;4;1292
20;katze_009.png;9;3167;7;2856
20;katze_010.png;3;2020;3;1956
20;katze_011.png;3;653;1;324
20;katze_012.png;8;1495;3;921
20;katze_013.png;9;2635;3;2152
20;katze_014.png;7;1692;3;1375
20;katze_015.png;1;743;1;639
20;katze_018.png;4;1269;2;894


100;hund_001.png;13;3514;5;2892
100;hund_002.png;14;2025;5;1626
100;hund_003.png;4;335;1;238
100;hund_004.png;8;2805;6;2602
100;hund_005.png;6;297;0;0
100;hund_006.png;6;249;0;0
100;hund_007.png;3;348;1;286
100;hund_008.png;8;2202;6;1946
100;hund_009.png;3;514;2;423
100;hund_010.png;3;814;3;742
100;hund_011.png;1;16;0;0
100;hund_012.png;2;33;0;0
100;hund_013.png;3;205;1;154
100;hund_014.png;8;519;1;157
100;hund_015.png;6;461;1;176
100;hund_016.png;8;594;1;269
100;hund_017.png;9;826;2;506
100;hund_018.png;4;547;1;330
100;hund_019.png;1;16;0;0
100;hund_020.png;2;1484;2;1453
100;hund_022.png;1;125;0;0
100;hund_023.png;1;16;0;0
100;hund_024.png;4;63;0;0
100;hund_025.png;11;1353;3;775
100;hund_026.png;20;5149;8;3492
100;hund_027.png;4;679;1;557
100;hund_028.png;1;143;0;0
100;hund_032.png;3;459;1;300
100;hund_033.png;3;584;1;359
100;hund_034.png;2;429;1;395
100;hund_035.png;8;839;2;649
100;hund_036.png;22;1379;1;156
100;hund_037.png;4;1109;2;1024
100;hund_042.png;3;220;0;0
100;hund_043.png;5;1001;3;840
100;hund_044.png;2;64;0;0
100;hund_045.png;2;166;0;0
100;hund_046.png;11;851;1;194
100;hund_047.png;5;577;2;384
100;hund_048.png;1;15;0;0
100;hund_049.png;1;405;1;386
100;hund_050.png;3;2645;3;2594
100;hund_051.png;3;153;0;0
100;hund_052.png;1;442;1;426
100;hund_053.png;4;613;1;472
100;hund_054.png;1;189;1;157
100;hund_055.png;6;184;0;0
100;hund_056.png;5;253;0;0
100;hund_057.png;5;2623;3;2485
100;hund_060.png;1;282;1;266
100;hund_061.png;4;268;0;0
100;hund_062.png;1;79;0;0
100;hund_063.png;3;877;2;821
100;hund_064.png;1;15;0;0
100;hund_065.png;3;138;0;0
100;hund_066.png;2;584;2;552
100;hund_067.png;3;803;3;739
100;hund_069.png;1;427;1;411
100;hund_070.png;1;618;1;602
100;hund_071.png;3;404;1;189
100;hund_072.png;3;448;2;398
100;hund_073.png;2;1050;2;1009
100;hund_074.png;1;22;0;0
100;hund_075.png;4;259;1;175
100;hund_076.png;3;361;1;297
100;hund_077.png;1;32;0;0
100;hund_078.png;1;24;0;0
100;hund_081.png;1;491;1;475
100;hund_082.png;1;46;0;0
100;hund_085.png;5;237;0;0
100;hund_086.png;1;94;0;0
100;hund_087.png;3;284;1;173
100;hund_088.png;4;721;2;609
100;hund_090.png;1;452;1;429
100;hund_095.png;4;702;3;548
100;hund_098.png;2;602;1;458
100;hund_100.png;1;87;0;0
