Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;pferd_001.png;4;1307;3;563
1;pferd_002.png;3;1897;3;790
1;pferd_003.png;1;1377;3;860
3;;2,666666667;1527;3;737,6666667
;;;;;
4;hase_001.png;9;3223;5;1029
4;hase_002.png;5;681;1;207
4;hase_003.png;9;2551;4;1112
4;hase_004.png;4;952;2;376
4;;6,75;1851,75;3;681
;;;;;
20;katze_001.png;3;202;0;0
20;katze_002.png;12;1214;3;485
20;katze_003.png;28;2812;6;1343
20;katze_004.png;14;1713;2;537
20;katze_006.png;2;163;0;0
20;katze_007.png;13;1207;2;663
20;katze_008.png;34;7270;14;4630
20;katze_009.png;18;2130;4;909
20;katze_010.png;6;967;2;437
20;katze_011.png;4;864;3;631
20;katze_012.png;4;457;1;265
20;katze_013.png;23;2327;4;854
20;katze_014.png;21;1748;3;641
20;katze_015.png;11;1511;2;752
20;katze_016.png;1;29;0;0
20;katze_018.png;11;2656;4;2145
20;katze_019.png;6;373;0;0
20;katze_020.png;7;1042;2;722
18;;12,11111111;1593,611111;2,888888889;834,1111111
;;;;;
100;hund_005.png;2;46;0;0
100;hund_006.png;3;56;0;0
100;hund_014.png;1;31;0;0
100;hund_015.png;8;601;1;314
100;hund_016.png;3;77;0;0
100;hund_024.png;2;62;0;0
100;hund_025.png;9;1078;2;739
100;hund_026.png;3;130;0;0
100;hund_027.png;1;27;0;0
100;hund_035.png;9;379;0;0
100;hund_036.png;3;215;0;0
100;hund_037.png;11;1130;1;716
100;hund_038.png;12;936;3;550
100;hund_039.png;5;521;1;392
100;hund_043.png;1;16;0;0
100;hund_045.png;9;564;1;360
100;hund_046.png;5;539;2;419
100;hund_047.png;3;352;1;282
100;hund_048.png;2;89;0;0
100;hund_053.png;1;32;0;0
100;hund_054.png;2;201;0;0
100;hund_055.png;7;743;2;554
100;hund_056.png;5;354;1;191
100;hund_057.png;1;16;0;0
100;hund_063.png;4;137;0;0
100;hund_064.png;2;99;0;0
100;hund_065.png;9;1430;3;1182
100;hund_066.png;11;926;3;555
100;hund_067.png;6;547;1;439
100;hund_073.png;4;148;0;0
100;hund_074.png;4;256;0;0
100;hund_075.png;8;520;1;171
100;hund_076.png;3;235;1;172
100;hund_077.png;1;63;0;0
100;hund_083.png;1;16;0;0
100;hund_084.png;2;62;0;0
100;hund_085.png;9;475;1;150
100;hund_086.png;2;131;0;0
100;hund_093.png;1;16;0;0
100;hund_094.png;1;16;0;0
100;hund_095.png;5;869;1;423
100;hund_096.png;2;122;0;0
42;;4,357142857;339,5952381;0,619047619;181,1666667
