Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
20;hund_031.png;3;1423;2;1239
20;hund_032.png;6;622;1;295
20;hund_033.png;1;296;1;279
20;hund_034.png;5;4569;6;4393
20;hund_035.png;4;411;2;309
20;hund_036.png;3;1159;3;1091
20;hund_037.png;6;501;0;0
20;hund_038.png;1;217;0;0
20;hund_039.png;2;63;0;0
20;hund_040.png;5;1700;5;1335
20;hund_041.png;1;16;0;0
20;hund_042.png;3;776;1;471
20;hund_044.png;1;40;0;0
20;hund_045.png;1;360;1;328
20;hund_046.png;1;390;1;374
20;hund_047.png;1;533;1;471
20;hund_048.png;1;368;1;302
20;hund_049.png;1;359;1;282
20;hund_050.png;2;218;0;0
20;hund_051.png;4;665;1;389
20;hund_052.png;2;561;1;498
20;hund_053.png;2;907;2;860
20;hund_054.png;2;343;2;311
20;hund_055.png;2;565;1;392
20;hund_056.png;3;569;1;361
20;hund_057.png;1;468;1;438
20;hund_058.png;2;579;1;502
20;hund_059.png;1;32;0;0
20;hund_060.png;2;141;0;0
57;;3,421052632;903,0877193;1,701754386;714,7017544
;;;;;
100;pferd_001.png;6;386;0;0
100;pferd_002.png;3;95;0;0
100;pferd_003.png;3;140;0;0
100;pferd_004.png;4;323;1;205
100;pferd_005.png;1;76;0;0
100;pferd_006.png;3;637;1;586
100;pferd_007.png;1;219;1;203
100;pferd_008.png;3;513;1;374
100;pferd_009.png;4;206;0;0
100;pferd_010.png;26;4027;8;2889
100;pferd_011.png;2;317;1;269
100;pferd_012.png;3;57;0;0
100;pferd_013.png;3;683;2;538
100;pferd_015.png;2;61;0;0
100;pferd_016.png;10;2057;3;1713
100;pferd_017.png;2;376;1;344
100;pferd_018.png;3;223;0;0
100;pferd_019.png;5;127;0;0
100;pferd_020.png;11;707;0;0
100;pferd_021.png;4;974;3;913
100;pferd_022.png;3;205;0;0
100;pferd_023.png;5;804;2;661
100;pferd_024.png;5;214;0;0
100;pferd_025.png;5;943;2;818
100;pferd_026.png;9;850;1;218
100;pferd_027.png;2;77;0;0
100;pferd_028.png;2;55;0;0
100;pferd_029.png;6;923;1;521
100;pferd_031.png;1;15;0;0
100;pferd_033.png;5;814;3;662
100;pferd_034.png;9;429;0;0
100;pferd_035.png;6;759;1;314
100;pferd_036.png;4;824;2;633
100;pferd_037.png;1;31;0;0
100;pferd_038.png;3;249;1;155
100;pferd_039.png;3;134;0;0
100;pferd_040.png;1;33;0;0
100;pferd_041.png;2;313;0;0
100;pferd_042.png;1;172;1;157
100;pferd_043.png;4;1102;2;833
100;pferd_044.png;8;917;2;690
100;pferd_045.png;4;331;1;252
100;pferd_046.png;2;484;1;456
100;pferd_047.png;2;315;1;172
100;pferd_048.png;3;115;0;0
100;pferd_049.png;4;378;1;224
100;pferd_050.png;2;363;1;212
100;pferd_051.png;2;569;1;522
100;pferd_052.png;2;389;1;319
100;pferd_054.png;2;299;0;0
100;pferd_055.png;2;32;0;0
100;pferd_056.png;4;63;0;0
100;pferd_058.png;3;102;0;0
100;pferd_059.png;1;31;0;0
100;pferd_061.png;1;127;0;0
100;pferd_062.png;3;105;0;0
100;pferd_064.png;4;81;0;0
100;pferd_065.png;5;725;1;485
100;pferd_066.png;10;1522;2;1192
100;pferd_067.png;2;66;0;0
100;pferd_068.png;1;219;1;203
100;pferd_069.png;2;210;0;0
100;pferd_070.png;2;41;0;0
100;pferd_072.png;3;304;1;250
100;pferd_073.png;5;878;2;450
100;pferd_074.png;9;1045;2;531
100;pferd_075.png;8;899;3;654
100;pferd_076.png;25;3485;8;2422
100;pferd_077.png;4;188;0;0
100;pferd_078.png;1;453;1;438
100;pferd_079.png;8;803;1;250
100;pferd_080.png;4;258;0;0
100;pferd_082.png;3;1420;3;1328
100;pferd_083.png;5;566;1;389
100;pferd_084.png;10;384;0;0
100;pferd_085.png;17;2981;6;2102
100;pferd_086.png;30;9115;13;7791
100;pferd_087.png;7;2119;2;1684
100;pferd_088.png;3;271;1;177
100;pferd_089.png;10;1080;2;613
100;pferd_090.png;4;163;0;0
100;pferd_092.png;1;79;0;0
100;pferd_095.png;5;462;1;188
100;pferd_096.png;4;670;2;577
100;pferd_098.png;2;228;0;0
100;pferd_099.png;3;650;2;577
100;pferd_100.png;3;309;1;196
87;;4,83908046;660,2758621;1,183908046;440,8045977
