Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;hase_001.png;7;1953;5;1381
1;hase_002.png;8;5893;9;4767
1;hase_003.png;1;1250;2;1138
1;hase_004.png;3;3429;3;3019
1;hase_005.png;2;2506;4;2160
1;hase_006.png;3;2117;2;1850
1;hase_007.png;2;2596;3;2294
1;hase_008.png;2;1806;4;1571
1;hase_009.png;1;1290;2;1254
1;hase_010.png;1;1751;1;1735
1;hase_011.png;2;1304;2;1225
1;hase_012.png;1;1388;3;1207
1;hase_013.png;1;1457;2;1285
1;hase_014.png;1;1596;2;1549
1;hase_015.png;1;1165;1;1149
1;hase_016.png;1;1399;4;1336
1;hase_017.png;1;1133;2;1006
1;hase_018.png;1;1906;1;1487
1;hase_019.png;1;2476;6;2327
1;hase_020.png;1;1277;2;1102
1;hase_021.png;1;1295;2;1063
1;hase_022.png;1;1255;1;1223
1;hase_023.png;1;1168;1;1145
1;hase_024.png;1;1340;2;1260
1;hase_025.png;2;1370;3;1291
1;hase_026.png;1;1316;1;1290
1;hase_027.png;2;1452;2;1358
1;hase_028.png;1;844;1;781
1;hase_029.png;1;1728;2;1587
1;hase_030.png;1;1539;4;1413
1;hase_031.png;1;1835;5;1735
1;hase_032.png;1;1442;3;1336
1;hase_033.png;1;1116;1;1100
1;hase_034.png;1;1267;2;1115
1;hase_035.png;1;1115;2;1068
1;hase_036.png;2;2232;6;2013
36;;1,666666667;1722,388889;2,722222222;1545
;;;;;
4;katze_001.png;27;5395;9;3331
4;katze_002.png;6;1832;3;1055
4;katze_003.png;9;2946;6;2376
4;katze_004.png;8;5295;11;4333
4;katze_005.png;4;1331;4;1145
4;katze_006.png;2;708;2;576
4;katze_007.png;4;945;2;832
4;katze_008.jpeg;4;1626;4;1315
4;katze_009.png;1;613;1;529
4;katze_010.png;2;883;2;757
4;katze_011.png;1;341;1;282
4;katze_012.png;2;1081;3;941
4;katze_013.jpeg;1;726;1;647
4;katze_015.jpg;4;930;2;567
4;katze_016.png;1;364;1;330
4;katze_017.png;3;1195;3;1118
4;katze_018.png;1;417;1;297
4;katze_019.jpeg;2;692;1;567
4;katze_020.png;1;272;1;237
4;katze_021.jpg;1;1107;3;1015
4;katze_022.png;1;644;1;553
