Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;hund_001.png;21;6604;13;4684
1;hund_002.png;3;1390;2;982
1;hund_003.png;1;1502;4;1344
1;hund_004.png;1;1224;2;1112
1;hund_005.png;2;1233;3;1016
1;hund_006.png;1;2063;3;1660
1;hund_007.png;1;1466;3;1410
1;hund_008.png;1;1186;2;1140
1;hund_009.png;1;1325;2;1048
1;hund_010.png;1;793;1;603
1;hund_011.png;1;1781;2;1750
1;hund_012.png;1;1529;2;1466
1;hund_013.png;3;1608;3;1240
1;hund_014.png;2;1444;2;1031
14;;2,857142857;1796,285714;3,142857143;1463,285714
;;;;;
4;pferd_001.png;6;2899;7;2215
4;pferd_002.png;6;2791;6;2216
4;pferd_003.png;5;2473;5;2170
4;pferd_004.png;10;3036;7;2204
4;pferd_005.png;7;1173;3;799
4;pferd_006.png;3;897;2;672
4;pferd_007.png;10;2294;5;1755
4;pferd_008.png;7;4849;8;4513
4;pferd_009.png;4;716;1;150
4;pferd_010.png;2;452;1;265
4;pferd_011.png;3;514;1;187
4;pferd_012.png;3;1679;3;1571
4;pferd_013.png;2;485;2;352
4;pferd_014.png;1;189;1;157
4;pferd_015.png;2;568;2;499
4;pferd_016.png;2;1343;2;1092
4;pferd_017.png;1;501;1;344
4;pferd_018.png;1;398;1;315
4;pferd_019.png;4;903;3;625
4;pferd_020.png;2;767;1;532
20;;4,05;1446,35;3,1;1131,65
;;;;;
20;hase_001.png;3;610;1;252
20;hase_002.png;3;293;1;156
20;hase_003.png;8;1865;6;1617
20;hase_004.png;3;324;0;0
20;hase_006.png;2;523;2;453
20;hase_007.png;4;668;1;432
20;hase_008.png;12;2346;4;1275
20;hase_009.png;5;2071;3;1650
20;hase_011.png;1;266;1;250
20;hase_012.png;2;425;2;391
20;hase_013.png;11;2954;5;2057
20;hase_014.png;5;800;1;441
20;hase_016.png;1;529;1;513
20;hase_017.png;2;308;1;263
20;hase_018.png;5;671;2;513
20;hase_019.png;8;1287;3;887
20;hase_020.png;1;202;1;186
20;hase_021.png;4;2189;3;1978
20;hase_022.png;5;359;0;0
20;hase_023.png;5;1466;3;1185
20;hase_025.png;1;343;1;327
20;hase_026.png;3;521;2;406
20;hase_027.png;6;845;2;485
20;hase_028.png;9;1930;4;1104
20;hase_030.png;2;251;1;204
20;hase_031.png;6;1106;2;626
20;hase_032.png;1;309;1;232
20;hase_033.png;8;1241;3;876
20;hase_035.png;2;410;1;378
20;hase_036.png;4;1368;3;1257
20;hase_037.png;1;48;0;0
20;hase_038.png;5;210;0;0
20;hase_039.png;4;671;2;454
20;hase_040.png;5;547;0;0
34;;4,323529412;881,0588235;1,852941176;613,1764706
;;;;;
100;katze_001.png;1;16;0;0
100;katze_004.png;1;223;1;207
100;katze_005.png;3;390;1;159
100;katze_006.png;1;48;0;0
100;katze_011.png;2;591;1;497
100;katze_012.png;1;174;1;158
100;katze_013.png;1;48;0;0
100;katze_025.png;1;31;0;0
100;katze_033.png;1;28;0;0
100;katze_035.png;2;234;0;0
100;katze_044.png;2;125;0;0
100;katze_045.png;2;62;0;0
100;katze_054.png;4;340;1;250
100;katze_056.png;1;186;1;157
100;katze_063.png;1;297;1;281
100;katze_064.png;1;538;2;507
100;katze_065.png;6;519;1;311
100;katze_066.png;2;244;1;191
100;katze_067.png;2;63;0;0
100;katze_075.png;3;86;0;0
100;katze_076.png;1;16;0;0
100;katze_077.png;3;412;1;269
100;katze_083.png;2;153;0;0
100;katze_084.png;2;438;1;391
100;katze_085.png;1;15;0;0
100;katze_086.png;1;16;0;0
100;katze_087.png;4;894;2;830
100;katze_088.png;1;16;0;0
100;katze_093.png;1;346;1;314
100;katze_095.png;1;188;1;173
100;katze_096.png;1;238;0;0
100;katze_097.png;2;251;1;208
32;;1,8125;225,8125;0,5625;153,21875
