Modus;Bildname;Anzahl_Betrachtungen;Dauer_ms;Fixationen_Anzahl;Fixationen_Dauer_Summe
1;katze_001.png;6;1993;4;1388
1;katze_002.png;2;2267;2;2147
1;katze_003.png;1;1185;1;1169
1;katze_004.png;2;1654;3;1560
1;katze_005.png;2;938;1;771
1;katze_006.png;2;5408;2;5291
1;katze_007.png;1;2747;2;2715
1;katze_008.jpeg;1;1088;1;1067
1;katze_009.png;1;1428;2;1207
1;katze_010.png;1;1187;2;1076
1;katze_011.png;1;1330;1;1314
1;katze_012.png;2;2237;3;2124
1;katze_013.jpeg;1;1358;1;1342
1;katze_015.jpg;1;1132;2;1085
1;katze_016.png;2;936;2;829
1;katze_017.png;1;1803;2;1278
1;katze_018.png;1;1163;2;1134
1;katze_019.jpeg;1;1337;2;1303
1;katze_020.png;1;1384;2;1350
1;katze_021.jpg;1;1310;2;1278
1;katze_022.png;1;1368;2;1054
1;katze_023.jpg;1;1159;2;1128
1;katze_024.jpeg;1;1373;2;1335
1;katze_025.png;1;988;1;972
1;katze_026.jpeg;1;1081;2;1040
1;katze_027.png;1;1002;2;970
1;katze_028.jpg;4;2628;5;2128
1;katze_029.png;2;2079;3;1916
1;katze_030.png;2;3950;3;3594
1;katze_031.png;1;1402;2;1370


4;hund_001.png;6;1832;4;1120
4;hund_002.png;9;3786;6;2282
4;hund_003.png;2;737;2;613
4;hund_004.png;7;1003;2;682


20;pferd_001.png;2;804;2;772
20;pferd_002.png;2;337;1;214
20;pferd_003.png;5;1689;3;1216
20;pferd_004.png;3;1199;2;1126
20;pferd_005.png;2;454;1;270
20;pferd_006.png;2;288;1;246
20;pferd_007.png;4;835;2;740
20;pferd_008.png;8;1875;2;1534
20;pferd_009.png;4;355;1;225
20;pferd_010.png;3;584;1;347
20;pferd_011.png;1;439;1;412
20;pferd_012.png;2;437;1;326
20;pferd_013.png;3;682;2;562
20;pferd_014.png;3;963;1;788
20;pferd_015.png;2;525;1;489
20;pferd_018.png;1;333;1;317
20;pferd_019.png;4;629;1;367
20;pferd_020.png;3;466;1;279
20;pferd_022.png;1;240;1;223
20;pferd_023.png;5;2598;5;2461
20;pferd_024.png;1;79;0;0
20;pferd_025.png;1;160;0;0
20;pferd_028.png;7;1154;4;971
20;pferd_029.png;1;546;1;516
20;pferd_030.png;1;331;1;302
20;pferd_032.png;2;253;1;208
20;pferd_033.png;7;363;0;0
20;pferd_034.png;4;252;1;156
20;pferd_035.png;1;205;0;0
20;pferd_037.png;2;516;2;487
20;pferd_038.png;2;644;2;566
20;pferd_040.png;1;23;0;0


100;hase_006.png;1;141;0;0
100;hase_012.png;2;443;1;350
100;hase_013.png;2;284;1;252
100;hase_014.png;4;751;3;589
100;hase_015.png;5;346;1;159
100;hase_016.png;2;694;2;649
100;hase_017.png;2;1072;2;1026
100;hase_018.png;1;619;1;603
100;hase_022.png;2;78;0;0
100;hase_025.png;5;1446;4;1323
100;hase_026.png;4;207;0;0
100;hase_027.png;1;650;1;633
100;hase_028.png;1;45;0;0
100;hase_032.png;1;237;1;221
100;hase_035.png;3;294;1;168
100;hase_036.png;4;520;0;0
100;hase_037.png;2;96;0;0
100;hase_038.png;3;490;1;268
100;hase_042.png;1;16;0;0
100;hase_045.png;3;253;1;150
100;hase_046.png;4;98;0;0
100;hase_047.png;5;630;2;433
100;hase_048.png;3;57;0;0
100;hase_055.png;4;233;0;0
100;hase_056.png;6;531;1;411
100;hase_057.png;3;111;0;0
100;hase_058.png;1;46;0;0
100;hase_059.png;4;159;0;0
100;hase_063.png;1;40;0;0
100;hase_064.png;2;61;0;0
100;hase_065.png;2;42;0;0
100;hase_066.png;4;125;0;0
100;hase_067.png;1;17;0;0
100;hase_069.png;3;282;1;221
100;hase_073.png;1;294;1;280
100;hase_074.png;2;533;1;410
100;hase_075.png;1;16;0;0
100;hase_076.png;1;217;1;191
100;hase_077.png;2;577;2;527
100;hase_078.png;1;670;1;468
100;hase_079.png;3;503;1;362
100;hase_083.png;1;19;0;0
100;hase_084.png;1;241;1;223
100;hase_085.png;2;315;1;256
100;hase_086.png;1;16;0;0
100;hase_087.png;3;535;1;404
100;hase_088.png;1;172;0;0
100;hase_089.png;6;1233;2;883
100;hase_095.png;4;301;0;0
100;hase_096.png;6;1106;3;869
100;hase_097.png;2;103;0;0
100;hase_098.png;2;496;1;434
100;hase_099.png;5;1754;3;1575
