ms;state;event;payload;gx;gy
206903;3;EVENT_ZOOM_OPEN;cond=4,image_idx=3,image_id=hase_008.png;0.767147;0.6028248
205738;-1;GAZE;;0.7642295;0.5956924
205763;-1;GAZE;;0.7590965;0.5836037
205778;-1;GAZE;;0.75953543;0.5841143
205794;-1;GAZE;;0.7604634;0.586287
205810;-1;GAZE;;0.7610389;0.58824
205826;-1;GAZE;;0.7603939;0.5864438
205841;-1;GAZE;;0.7588443;0.58704156
205857;-1;GAZE;;0.7579693;0.58590925
205873;-1;GAZE;;0.757325;0.58635306
205894;-1;GAZE;;0.75558007;0.5860501
205921;-1;GAZE;;0.75714487;0.5862227
205937;-1;GAZE;;0.75512016;0.5881464
205953;-1;GAZE;;0.7550455;0.58861595
205969;-1;GAZE;;0.75440115;0.5892441
205984;-1;GAZE;;0.75383115;0.5866626
206007;-1;GAZE;;0.7538094;0.58700234
206042;-1;GAZE;;0.7529219;0.5863152
206063;-1;GAZE;;0.74547946;0.5952005
206078;-1;GAZE;;0.75173885;0.5962914
206094;-1;GAZE;;0.7522854;0.5963507
206110;-1;GAZE;;0.75128514;0.59909225
206126;-1;GAZE;;0.74732614;0.6045089
206141;-1;GAZE;;0.7418687;0.6044527
206159;-1;GAZE;;0.73745245;0.6034695
206190;-1;GAZE;;0.7427604;0.5954313
206206;-1;GAZE;;0.7424236;0.59670067
206222;-1;GAZE;;0.7452842;0.5928488
206237;-1;GAZE;;0.74550754;0.59463435
206253;-1;GAZE;;0.75337774;0.5887379
206269;-1;GAZE;;0.7551966;0.59144413
206285;-1;GAZE;;0.76613086;0.60895836
206301;-1;GAZE;;0.86626637;0.81080216
206317;-1;GAZE;;0.87120897;0.81881845
206345;-1;GAZE;;0.87849206;0.829374
206364;-1;GAZE;;0.87872326;0.8324196
206380;-1;GAZE;;0.87623405;0.82665163
206395;-1;GAZE;;0.87619644;0.8260885
206411;-1;GAZE;;0.871643;0.823981
206427;-1;GAZE;;0.8703673;0.82457775
206443;-1;GAZE;;0.86792785;0.8213303
206459;-1;GAZE;;0.8669898;0.8196426
206490;-1;GAZE;;0.8687767;0.8126461
206507;-1;GAZE;;0.8701171;0.8108073
206522;-1;GAZE;;0.73617977;0.6407054
206537;-1;GAZE;;0.6583731;0.54381573
206553;-1;GAZE;;0.6223616;0.5043177
206569;-1;GAZE;;0.5768867;0.4527561
206585;-1;GAZE;;0.5782426;0.45519978
206601;-1;GAZE;;0.57874405;0.45647946
206617;-1;GAZE;;0.5784703;0.45949018
206637;-1;GAZE;;0.5848377;0.4585287
206664;-1;GAZE;;0.5852911;0.45959926
206680;-1;GAZE;;0.5844615;0.46062797
206696;-1;GAZE;;0.5847471;0.46072218
206712;-1;GAZE;;0.5857914;0.46032432
206728;-1;GAZE;;0.5861136;0.46373576
206744;-1;GAZE;;0.58351195;0.4746977
206760;-1;GAZE;;0.584825;0.47236076
206790;-1;GAZE;;0.52745956;0.7209587
206806;-1;GAZE;;0.5077297;0.7974194
206821;-1;GAZE;;0.5007881;0.83132404
