ms;state;event;payload;gx;gy
152625;1;BTN_NEXT;from=consent;0.5466546;0.43496916
151471;-1;GAZE;;0.55839473;0.3687084
151489;-1;GAZE;;0.57064575;0.3384303
151510;-1;GAZE;;0.56923807;0.3430177
151525;-1;GAZE;;0.56631076;0.34305227
151542;-1;GAZE;;0.56669563;0.34506702
151558;-1;GAZE;;0.5668186;0.34428483
151573;-1;GAZE;;0.566271;0.34780258
151594;-1;GAZE;;0.5671082;0.3479912
151620;-1;GAZE;;0.5800079;0.34709895
151636;-1;GAZE;;0.5949161;0.3363515
151652;-1;GAZE;;0.6462052;0.30617374
151667;-1;GAZE;;0.6575966;0.2996866
151684;-1;GAZE;;0.6654804;0.29503003
151700;-1;GAZE;;0.6658876;0.2988233
151716;-1;GAZE;;0.6687554;0.30070117
151744;-1;GAZE;;0.6683909;0.30264026
151762;-1;GAZE;;0.6692651;0.30407873
151778;-1;GAZE;;0.670358;0.30510658
151793;-1;GAZE;;0.6712066;0.30618364
151809;-1;GAZE;;0.6629707;0.30596143
151825;-1;GAZE;;0.66885066;0.31453595
151841;-1;GAZE;;0.66091263;0.31403607
151857;-1;GAZE;;0.35508162;0.41857406
151873;-1;GAZE;;0.3109892;0.43738654
151894;-1;GAZE;;0.20183845;0.49257842
151921;-1;GAZE;;0.19814128;0.5043422
151937;-1;GAZE;;0.19451246;0.5119567
151952;-1;GAZE;;0.15208012;0.5421379
151967;-1;GAZE;;0.14937338;0.54066646
151967;-1;GAZE;;0.14906973;0.54142934
151983;-1;GAZE;;0.14852865;0.5396683
151999;-1;GAZE;;0.14783697;0.5346442
152015;-1;GAZE;;0.14368889;0.525108
152044;-1;GAZE;;0.1206903;0.48021722
152061;-1;GAZE;;0.12099817;0.48194823
152076;-1;GAZE;;0.08783947;0.42713177
152092;-1;GAZE;;0.07110476;0.39974517
152108;-1;GAZE;;0.06960581;0.39749137
152124;-1;GAZE;;0.06603137;0.39010012
152140;-1;GAZE;;0.06685364;0.39305827
152156;-1;GAZE;;0.06952791;0.39428267
152172;-1;GAZE;;0.06755935;0.39032507
152192;-1;GAZE;;0.06707964;0.3908164
152220;-1;GAZE;;0.06839668;0.39356723
152236;-1;GAZE;;0.067446634;0.47949356
152253;-1;GAZE;;0.06773397;0.50269574
152268;-1;GAZE;;0.068014815;0.50342447
152284;-1;GAZE;;0.068251915;0.5078248
152300;-1;GAZE;;0.06818252;0.5071212
152316;-1;GAZE;;0.06906633;0.50188524
152344;-1;GAZE;;0.06992066;0.5046685
152363;-1;GAZE;;0.06958498;0.50413644
152378;-1;GAZE;;0.06901414;0.5046987
152394;-1;GAZE;;0.06733522;0.50474375
152409;-1;GAZE;;0.06758262;0.50119513
152424;-1;GAZE;;0.067740485;0.48756093
152440;-1;GAZE;;0.066399865;0.47747147
152456;-1;GAZE;;0.059418354;0.41742757
152472;-1;GAZE;;0.058577057;0.40410277
152503;-1;GAZE;;0.05771614;0.38594067
152519;-1;GAZE;;0.057805773;0.35623384
152534;-1;GAZE;;0.058698658;0.25192168
152549;-1;GAZE;;0.06110618;0.25389013
152565;-1;GAZE;;0.062442385;0.2559959
152580;-1;GAZE;;0.06353546;0.2587747
152596;-1;GAZE;;0.06484209;0.26182994
152612;-1;GAZE;;0.06884941;0.2640911
152627;-1;GAZE;;0.070387736;0.2677104
152645;-1;GAZE;;0.06857633;0.26896203
152675;-1;GAZE;;0.06947945;0.2692893
152690;-1;GAZE;;0.06608726;0.26395598
152706;-1;GAZE;;0.06243188;0.25595412
152721;-1;GAZE;;0.06999455;0.2383781
152737;-1;GAZE;;0.07045544;0.23500118
152753;-1;GAZE;;0.06484031;0.22891083
152770;-1;GAZE;;0.06484982;0.23399322
152795;-1;GAZE;;0.06497885;0.23531303
152816;-1;GAZE;;0.06370476;0.23841392
152831;-1;GAZE;;0.06048376;0.238032
152847;-1;GAZE;;0.055511136;0.23574814
152863;-1;GAZE;;0.05416526;0.22357465
152879;-1;GAZE;;0.053693995;0.22706613
152894;-1;GAZE;;0.05350278;0.2385532
152910;-1;GAZE;;0.053810112;0.23910743
152926;-1;GAZE;;0.057307493;0.24517491
152958;-1;GAZE;;0.0633142;0.25272393
152958;-1;GAZE;;0.06731369;0.256126
152974;-1;GAZE;;0.06674132;0.25755033
152990;-1;GAZE;;0.071339674;0.25700876
153006;-1;GAZE;;0.07074409;0.25554726
153021;-1;GAZE;;0.071068786;0.2541994
153037;-1;GAZE;;0.06751693;0.24956837
153052;-1;GAZE;;0.064883016;0.24850424
153068;-1;GAZE;;0.060840484;0.24685666
153094;-1;GAZE;;0.05716091;0.2468672
153115;-1;GAZE;;0.057872035;0.2464605
153130;-1;GAZE;;0.05159705;0.24231105
153145;-1;GAZE;;0.045861065;0.24453086
153161;-1;GAZE;;0.03838997;0.24564542
153177;-1;GAZE;;0.035274353;0.24594732
153192;-1;GAZE;;0.03308097;0.2533673
153207;-1;GAZE;;0.032620277;0.25504947
153223;-1;GAZE;;0.030995045;0.2555032
153244;-1;GAZE;;0.029094849;0.2581221
153269;-1;GAZE;;0.029217979;0.2595468
153285;-1;GAZE;;0.0277203;0.2592151
153300;-1;GAZE;;0.027906967;0.2604403
153316;-1;GAZE;;0.03287928;0.26616415
153347;-1;GAZE;;0.040485926;0.27330303
153362;-1;GAZE;;0.03714673;0.26778564
153395;-1;GAZE;;0.03481135;0.275753
153409;-1;GAZE;;0.037438102;0.2964298
153426;-1;GAZE;;0.04707696;0.37538278
153441;-1;GAZE;;0.05609814;0.4404696
153457;-1;GAZE;;0.05909613;0.46727398
153472;-1;GAZE;;0.06938591;0.5518948
153488;-1;GAZE;;0.07049162;0.5477401
153503;-1;GAZE;;0.06976774;0.54118216
153518;-1;GAZE;;0.06980517;0.53708464
153542;-1;GAZE;;0.07010803;0.5304531
153564;-1;GAZE;;0.070077814;0.53226775
153580;-1;GAZE;;0.07645986;0.4855399
153596;-1;GAZE;;0.079789296;0.46798068
153612;-1;GAZE;;0.0812521;0.46023294
153627;-1;GAZE;;0.081587106;0.46250293
153642;-1;GAZE;;0.08235385;0.46661082
153658;-1;GAZE;;0.08253722;0.46629283
153674;-1;GAZE;;0.08471756;0.47446138
153696;-1;GAZE;;0.0761929;0.47844052
153721;-1;GAZE;;0.077768445;0.47790438
153736;-1;GAZE;;0.071786985;0.47760716
153752;-1;GAZE;;0.05057586;0.47550088
153768;-1;GAZE;;0.04898547;0.47549242
153783;-1;GAZE;;0.033189192;0.47388214
153799;-1;GAZE;;0.036060624;0.47407684
153815;-1;GAZE;;0.035581164;0.4669251
153862;-1;GAZE;;0.039261498;0.45012358
153877;-1;GAZE;;0.034637637;0.25950652
153893;-1;GAZE;;0.03499391;0.26998094
153908;-1;GAZE;;0.034312937;0.28107256
153924;-1;GAZE;;0.031296983;0.25756767
153940;-1;GAZE;;0.027216647;0.24715607
153955;-1;GAZE;;0.027933199;0.24439059
153971;-1;GAZE;;0.027977;0.22997077
153991;-1;GAZE;;0.028543001;0.22993085
154019;-1;GAZE;;0.027080517;0.22552161
154034;-1;GAZE;;0.028563926;0.23210195
154050;-1;GAZE;;0.028410187;0.23385571
154066;-1;GAZE;;0.027949002;0.23624808
154082;-1;GAZE;;0.0273341;0.23659308
154098;-1;GAZE;;0.024833508;0.2402491
154113;-1;GAZE;;0.02480466;0.2418247
154145;-1;GAZE;;0.029472787;0.24389245
154161;-1;GAZE;;0.029062754;0.24502544
154176;-1;GAZE;;0.03601311;0.24807124
154204;-1;GAZE;;0.03331865;0.24235402
154222;-1;GAZE;;0.0332636;0.24168932
154238;-1;GAZE;;0.03374612;0.2420067
154254;-1;GAZE;;0.034559615;0.24204078
154269;-1;GAZE;;0.03541176;0.24163225
154294;-1;GAZE;;0.03536953;0.2415769
154316;-1;GAZE;;0.034740787;0.24121816
154331;-1;GAZE;;0.033537123;0.24012703
154346;-1;GAZE;;0.033493243;0.24002106
154362;-1;GAZE;;0.031876016;0.23751935
154377;-1;GAZE;;0.028796198;0.23409517
154393;-1;GAZE;;0.02772677;0.23150638
154408;-1;GAZE;;0.028241567;0.23055825
154424;-1;GAZE;;0.02480798;0.23213364
154442;-1;GAZE;;0.025264772;0.23189142
154470;-1;GAZE;;0.028420819;0.2323643
154486;-1;GAZE;;0.027377356;0.23403217
154501;-1;GAZE;;0.029110793;0.23564975
154517;-1;GAZE;;0.029729629;0.2364701
154532;-1;GAZE;;0.029119523;0.23917657
154549;-1;GAZE;;0.026044805;0.24839738
154564;-1;GAZE;;0.026529258;0.2508277
154596;-1;GAZE;;0.02944841;0.254362
154614;-1;GAZE;;0.031420954;0.25646797
154626;-1;GAZE;;0.032926794;0.25791946
154642;-1;GAZE;;0.034058597;0.26080453
154657;-1;GAZE;;0.03585502;0.2681672
154673;-1;GAZE;;0.03566605;0.26848134
154688;-1;GAZE;;0.035248626;0.26530468
154703;-1;GAZE;;0.03591418;0.26540977
154719;-1;GAZE;;0.03909537;0.2681438
154744;-1;GAZE;;0.039151788;0.26781708
154767;-1;GAZE;;0.038198747;0.26723018
154782;-1;GAZE;;0.03739252;0.2683386
154799;-1;GAZE;;0.04165046;0.27643993
154814;-1;GAZE;;0.043915782;0.2800243
154830;-1;GAZE;;0.044269957;0.28368023
154845;-1;GAZE;;0.043804977;0.28199413
154860;-1;GAZE;;0.043356467;0.28254202
154876;-1;GAZE;;0.04416566;0.28326008
154896;-1;GAZE;;0.039475102;0.28182778
154911;-1;GAZE;;0.039681554;0.28343132
154938;-1;GAZE;;0.03907023;0.2832795
154954;-1;GAZE;;0.03584613;0.2808093
154984;-1;GAZE;;0.03464769;0.2769126
155000;-1;GAZE;;0.035951342;0.2685296
155045;-1;GAZE;;0.038432214;0.25103912
155062;-1;GAZE;;0.038636442;0.25842425
155078;-1;GAZE;;0.038038883;0.26359624
155094;-1;GAZE;;0.038250733;0.26453072
155109;-1;GAZE;;0.037362654;0.26839113
155125;-1;GAZE;;0.037046563;0.2681774
