ms;state;event;payload;gx;gy
224807;3;EVENT_ZOOM_OPEN;cond=100,image_idx=44,image_id=hund_047.png;0.47444877;0.44236216
223529;-1;GAZE;;0.471657;0.44773677
223546;-1;GAZE;;0.4728118;0.44610873
223573;-1;GAZE;;0.5569857;0.4098319
223593;-1;GAZE;;0.5850178;0.39908913
223624;-1;GAZE;;0.6167862;0.39015228
223640;-1;GAZE;;0.6165804;0.3913631
223671;-1;GAZE;;0.618051;0.3921086
223687;-1;GAZE;;0.6170639;0.39307898
223703;-1;GAZE;;0.61816514;0.39718348
223719;-1;GAZE;;0.61868924;0.40556312
223736;-1;GAZE;;0.6200255;0.40397885
223767;-1;GAZE;;0.6223025;0.40528214
223784;-1;GAZE;;0.6383031;0.41220328
223813;-1;GAZE;;0.639513;0.41269547
223829;-1;GAZE;;0.643254;0.40967205
223845;-1;GAZE;;0.6419103;0.40774727
223873;-1;GAZE;;0.62899876;0.40807885
223891;-1;GAZE;;0.63305515;0.40682745
223907;-1;GAZE;;0.6339041;0.4080203
223923;-1;GAZE;;0.63443387;0.4066198
223939;-1;GAZE;;0.6444952;0.40894032
223954;-1;GAZE;;0.66259706;0.4075574
223970;-1;GAZE;;0.6888763;0.3945113
223986;-1;GAZE;;0.7027441;0.38692713
224001;-1;GAZE;;0.7073668;0.38584733
224023;-1;GAZE;;0.7195625;0.3821395
224049;-1;GAZE;;0.7211228;0.38162023
224065;-1;GAZE;;0.72125447;0.38307476
224081;-1;GAZE;;0.71679103;0.3850644
224097;-1;GAZE;;0.71110785;0.39150766
224112;-1;GAZE;;0.7145821;0.38857087
224128;-1;GAZE;;0.71349686;0.3894423
224143;-1;GAZE;;0.711621;0.39131215
224169;-1;GAZE;;0.71462363;0.38999498
224191;-1;GAZE;;0.718071;0.38432705
224207;-1;GAZE;;0.71793854;0.38462898
224222;-1;GAZE;;0.7184853;0.38161004
224238;-1;GAZE;;0.71911514;0.37281096
224253;-1;GAZE;;0.7185354;0.37119213
224269;-1;GAZE;;0.71746624;0.3724328
224285;-1;GAZE;;0.716289;0.37379396
224301;-1;GAZE;;0.71368015;0.37593073
224322;-1;GAZE;;0.71297073;0.3781818
224349;-1;GAZE;;0.70676327;0.38523784
224366;-1;GAZE;;0.4741051;0.45825583
224397;-1;GAZE;;0.42496815;0.468144
224413;-1;GAZE;;0.3954689;0.47490534
224428;-1;GAZE;;0.3973553;0.4797601
224444;-1;GAZE;;0.39923805;0.48714516
224472;-1;GAZE;;0.39774668;0.48814747
224491;-1;GAZE;;0.39967635;0.4902495
224523;-1;GAZE;;0.4085568;0.49421567
224539;-1;GAZE;;0.40771458;0.49445054
224570;-1;GAZE;;0.44333526;0.4739961
224586;-1;GAZE;;0.46336287;0.45282942
224619;-1;GAZE;;0.46659598;0.45823103
224648;-1;GAZE;;0.4705978;0.4653336
224664;-1;GAZE;;0.4703439;0.4647906
224682;-1;GAZE;;0.4709614;0.46202308
224711;-1;GAZE;;0.47039112;0.46186283
224727;-1;GAZE;;0.46888408;0.46457517
