participant_no;9
gender_idx;-1
age;
----
ms;state;event;payload;gx;gy
112960;1;BTN_NEXT;from=consent;0.445696;0.79882336
122890;2;BTN_NEXT;gender_idx=0,age=21,seh=keine Sehhilfe;0.476414;0.8059078
122890;2;EVENT_PARTICIPANT;id=20260113_152901,participant_no=9,gender_idx=0,orderIndex=1,order=4,20,100,1,animalOrderIdx=2,3,0,1,animalOrderNames=Pferd,Hase,Katze,Hund,age=21;0.476414;0.8059078
126006;7;BTN_START_CALIB;;0.33296522;0.14138901
128393;8;CALIB_POINT_DONE;nx=0.08,ny=0.08;0.09004596;0.045073166
129321;8;CALIB_POINT_DONE;nx=0.5,ny=0.08;0.49868563;0.0514227
130523;8;CALIB_POINT_DONE;nx=0.92,ny=0.08;0.92204875;0.038201183
131881;8;CALIB_POINT_DONE;nx=0.08,ny=0.5;0.09002792;0.46937546
133232;8;CALIB_POINT_DONE;nx=0.92,ny=0.5;0.92109966;0.4691394
134636;8;CALIB_POINT_DONE;nx=0.08,ny=0.92;0.04748679;0.8884342
135852;8;CALIB_POINT_DONE;nx=0.5,ny=0.92;0.48698464;0.8826819
137086;8;CALIB_POINT_DONE;nx=0.92,ny=0.92;0.9558776;0.9266217
138543;8;BTN_NEXT;from=calibration;0.49811843;0.9227705
142912;3;EVENT_ZOOM_OPEN;cond=4,image_idx=2,image_id=pferd_003.png;0.4026517;0.61717206
145699;3;EVENT_SELECT;image_id=pferd_003.png,cond=4,set=0,animal_idx=2,animal_name=Pferd;0.4556521;0.27592218
150709;4;EVENT_POST_TRIAL;q_satisfaction_1_7=5,selected_id=pferd_003.png,cond=4,animal_idx=2,animal_name=Pferd;0.47789332;0.23514538
160336;3;EVENT_ZOOM_OPEN;cond=20,image_idx=11,image_id=hase_012.png;0.30123323;0.54260206
163608;3;EVENT_SELECT;image_id=hase_012.png,cond=20,set=0,animal_idx=3,animal_name=Hase;0.5198888;0.42152908
168322;4;EVENT_POST_TRIAL;q_satisfaction_1_7=6,selected_id=hase_012.png,cond=20,animal_idx=3,animal_name=Hase;0.48753783;0.39965555
189000;3;EVENT_ZOOM_OPEN;cond=100,image_idx=80,image_id=katze_082.png;0.106729165;0.80413544
191834;3;EVENT_SELECT;image_id=katze_082.png,cond=100,set=0,animal_idx=0,animal_name=Katze;0.47217605;0.8997078
195252;4;EVENT_POST_TRIAL;q_satisfaction_1_7=7,selected_id=katze_082.png,cond=100,animal_idx=0,animal_name=Katze;0.46782556;0.90125144
206317;3;NAV_FWD;cond=1,set=1,animal_idx=1,animal_name=Hund,ids=hund_002.png;0.50287646;0.3966324
211740;3;NAV_FWD;cond=1,set=2,animal_idx=1,animal_name=Hund,ids=hund_003.png;0.8355134;0.8491583
214112;3;NAV_FWD;cond=1,set=3,animal_idx=1,animal_name=Hund,ids=hund_004.png;0.87038124;1.0
216831;3;EVENT_SELECT;image_id=hund_004.png,cond=1,set=3,animal_idx=1,animal_name=Hund;0.47921848;0.4307997
220184;4;EVENT_POST_TRIAL;q_satisfaction_1_7=6,selected_id=hund_004.png,cond=1,animal_idx=1,animal_name=Hund;0.48181254;0.23812132
227477;5;EVENT_FINAL_FAVORITE;fav=4;0.4533479;0.068540156
228560;6;BTN_EXIT;from=thanks;0.47568133;0.7543814
